lotarea,bldgarea,comarea,resarea,officearea,retailarea,numbldgs,numfloors,lotdepth,bldgdepth,builtfar,residfar,commfar,facilfar,year,status,complaint
2743.0,2549.0,2549.0,0.0,0.0,2549.0,1.0,1.0,90.0,90.0,0.93,2.43,0.0,4.8,28,0,12
2375.0,1080.0,0.0,1080.0,0.0,0.0,2.0,2.0,95.0,35.0,0.45,1.1,0.0,2.0,95,0,6
1800.0,1836.0,0.0,1224.0,0.0,0.0,1.0,2.0,100.0,34.0,1.02,0.5,0.0,1.0,65,0,6
12500.0,46000.0,0.0,46000.0,0.0,0.0,1.0,6.0,125.0,107.0,3.68,6.02,0.0,6.5,94,0,9
2592.0,1728.0,0.0,1728.0,0.0,0.0,1.0,3.0,100.0,32.0,0.67,1.25,0.0,2.0,65,0,6
2225.0,984.0,0.0,984.0,0.0,0.0,1.0,1.0,87.5,46.0,0.44,0.75,0.0,2.0,85,0,6
2800.0,2680.0,0.0,2680.0,0.0,0.0,1.0,3.0,100.0,50.0,0.96,3.0,0.0,3.0,50,0,1
3125.0,920.0,0.0,920.0,0.0,0.0,1.0,1.5,125.0,40.0,0.29,0.5,0.0,1.0,100,0,6
3300.0,10680.0,4980.0,5700.0,0.0,4980.0,1.0,3.0,100.67,89.0,3.24,1.25,0.0,2.0,94,1,11
1875.0,2848.0,0.0,2848.0,0.0,0.0,1.0,2.0,75.0,66.0,1.52,3.44,0.0,4.8,100,0,6
226834.0,97013.0,0.0,97013.0,0.0,0.0,1.0,4.0,968.0,129.0,0.43,0.5,0.5,1.0,39,0,10
24070.0,31760.0,31760.0,0.0,9400.0,0.0,1.0,2.0,107.17,107.0,1.32,6.02,6.0,6.5,72,0,1
3232.0,13781.0,0.0,13781.0,0.0,0.0,1.0,5.0,74.17,63.0,4.26,3.44,3.4,6.5,109,0,9
2375.0,1827.0,0.0,1827.0,0.0,0.0,1.0,2.5,95.0,30.0,0.77,1.25,0.0,2.0,95,0,6
1769.0,2652.0,0.0,2652.0,0.0,0.0,1.0,3.0,35.39,26.05,1.5,2.43,0.0,4.8,16,1,1
2500.0,1448.0,0.0,1448.0,0.0,0.0,2.0,2.5,100.0,36.0,0.58,1.25,0.0,2.0,90,0,4
3160.0,2889.0,0.0,2889.0,0.0,0.0,1.0,3.0,98.2,32.1,0.91,0.5,0.5,1.0,18,0,6
5650.0,4440.0,800.0,3640.0,400.0,0.0,2.0,3.0,113.0,82.0,0.79,0.75,0.0,2.0,92,0,6
7258.0,1509.0,0.0,1509.0,0.0,0.0,2.0,1.5,145.17,35.5,0.21,0.5,0.0,1.0,65,0,11
1750.0,4393.0,1850.0,2543.0,0.0,1850.0,1.0,3.0,81.17,70.0,2.51,2.43,0.0,4.8,89,0,6
2156.0,2044.0,1022.0,1022.0,0.0,1022.0,1.0,2.0,64.67,40.0,0.95,3.0,0.0,3.0,92,0,6
1748.0,3318.0,0.0,3318.0,0.0,0.0,1.0,3.0,87.42,56.0,1.9,2.43,0.0,4.8,118,0,6
3080.0,2345.0,0.0,2345.0,0.0,0.0,1.0,2.5,95.0,36.0,0.76,0.5,0.0,1.0,85,0,6
4100.0,1360.0,0.0,972.0,0.0,0.0,1.0,1.5,50.0,27.5,0.33,0.5,0.0,1.0,60,0,9
2375.0,1862.0,0.0,1862.0,0.0,0.0,2.0,2.0,95.0,52.0,0.78,0.75,0.0,2.0,100,0,9
5300.0,5279.0,5279.0,0.0,0.0,5279.0,1.0,1.0,100.0,100.0,1.0,3.44,0.0,4.8,34,0,6
2125.0,2900.0,0.0,2900.0,0.0,0.0,1.0,2.0,85.0,56.0,1.36,3.44,0.0,4.8,100,0,6
2574.0,5928.0,0.0,5928.0,0.0,0.0,1.0,3.0,80.5,76.0,2.3,2.43,0.0,4.8,92,0,2
2779.0,3018.0,0.0,2012.0,0.0,0.0,1.0,2.0,95.0,50.3,1.09,0.75,0.0,2.0,9,0,6
2500.0,1759.0,0.0,1759.0,0.0,0.0,2.0,2.0,100.0,44.0,0.7,0.75,0.0,2.0,95,0,8
1808.0,2011.0,0.0,1404.0,0.0,0.0,1.0,2.0,100.0,39.0,1.11,0.75,0.0,2.0,65,0,6
3824.0,1464.0,0.0,1464.0,0.0,0.0,2.0,2.5,115.01,40.0,0.38,0.5,0.0,1.0,90,0,11
3628.0,2560.0,0.0,2560.0,0.0,0.0,1.0,2.0,145.02,60.0,0.71,1.1,0.0,2.0,119,0,1
4000.0,2230.0,1080.0,1150.0,0.0,1080.0,2.0,2.0,100.0,50.0,0.56,2.0,0.0,2.0,119,0,6
2000.0,1760.0,0.0,1760.0,0.0,0.0,1.0,2.0,100.0,44.0,0.88,2.43,0.0,4.8,60,1,8
2850.0,10683.0,0.0,10683.0,0.0,0.0,1.0,4.0,57.0,53.42,3.75,3.0,0.0,3.0,95,0,9
2375.0,2840.0,0.0,2840.0,0.0,0.0,2.0,2.0,95.0,71.0,1.2,0.75,0.0,2.0,86,0,9
2817.0,2500.0,0.0,2500.0,0.0,0.0,1.0,3.0,100.0,45.0,0.89,0.75,0.0,2.0,65,0,11
4754.0,2430.0,0.0,2430.0,0.0,0.0,2.0,2.0,95.08,28.0,0.51,0.75,0.0,2.0,90,0,6
2500.0,2240.0,0.0,2240.0,0.0,0.0,1.0,2.0,100.0,54.0,0.9,1.25,0.0,2.0,105,0,8
3400.0,1894.0,0.0,1048.0,0.0,0.0,1.0,1.0,100.0,57.0,0.56,0.75,0.0,2.0,75,0,11
3695.0,3000.0,0.0,3000.0,0.0,0.0,1.0,3.0,100.0,60.0,0.81,3.44,0.0,4.8,27,0,6
6750.0,13500.0,13500.0,0.0,6995.0,6505.0,1.0,2.0,82.1,82.0,2.0,6.02,0.0,6.5,89,0,6
3611.0,1756.0,0.0,1756.0,0.0,0.0,1.0,2.0,175.42,41.0,0.49,2.0,0.0,2.0,87,0,10
77365.0,171920.0,171920.0,0.0,0.0,0.0,1.0,4.0,200.0,140.0,2.22,3.44,0.0,4.8,88,0,6
1800.0,1944.0,0.0,1296.0,0.0,0.0,1.0,2.0,100.0,36.0,1.08,2.43,0.0,4.8,55,0,6
2442.0,2400.0,0.0,2400.0,0.0,0.0,1.0,2.0,100.0,60.0,0.98,2.43,0.0,4.8,90,1,9
37889.0,22700.0,22700.0,0.0,0.0,0.0,1.0,1.0,206.13,100.0,0.6,0.0,1.0,2.4,58,0,6
2500.0,2394.0,0.0,2394.0,0.0,0.0,1.0,2.75,100.0,40.0,0.96,1.25,0.0,2.0,115,0,1
2094.0,1820.0,1820.0,0.0,0.0,1820.0,1.0,1.0,21.84,21.84,0.87,6.02,0.0,6.5,100,0,2
10000.0,8826.0,8826.0,0.0,0.0,8826.0,1.0,1.0,100.0,100.0,0.88,2.43,3.4,4.8,90,0,0
4500.0,750.0,0.0,750.0,0.0,0.0,2.0,1.5,100.0,30.0,0.17,0.5,0.0,1.0,70,1,11
2425.0,1950.0,0.0,1950.0,0.0,0.0,1.0,2.0,100.0,48.0,0.8,2.43,0.0,4.8,60,0,6
2880.0,1600.0,0.0,1600.0,0.0,0.0,1.0,2.0,95.07,40.0,0.56,0.75,0.0,2.0,24,1,0
2514.0,1968.0,0.0,1968.0,0.0,0.0,1.0,2.0,100.44,48.0,0.78,1.1,0.0,2.0,119,0,5
54356.0,54000.0,54000.0,0.0,10000.0,0.0,2.0,2.0,200.0,220.0,0.99,0.0,2.0,0.0,58,0,9
74002.0,136336.0,136336.0,0.0,0.0,0.0,8.0,4.0,236.81,150.0,1.84,2.43,0.0,4.8,77,0,6
5000.0,2368.0,0.0,2368.0,0.0,0.0,2.0,2.0,100.0,29.5,0.47,1.25,0.0,2.0,100,0,12
2500.0,2529.0,0.0,2529.0,0.0,0.0,1.0,2.5,100.0,35.0,1.01,6.02,0.0,6.5,95,0,6
3000.0,1836.0,0.0,1836.0,0.0,0.0,1.0,3.0,100.0,37.0,0.61,0.75,0.0,2.0,64,0,6
5017.0,1507.0,0.0,1507.0,0.0,0.0,2.0,2.5,100.0,26.0,0.3,0.5,0.0,1.0,95,0,1
2783.0,1705.0,0.0,1705.0,0.0,0.0,1.0,2.0,114.77,40.0,0.61,6.02,0.0,6.5,119,0,6
2550.0,1881.0,0.0,1881.0,0.0,0.0,1.0,2.75,107.0,31.0,0.74,0.0,1.0,2.4,119,0,6
10500.0,27770.0,27770.0,0.0,0.0,0.0,1.0,1.0,105.0,100.0,2.64,2.43,0.0,4.8,48,0,0
1883.0,1718.0,0.0,1718.0,0.0,0.0,2.0,2.5,125.5,36.0,0.91,3.0,0.0,3.0,95,0,6
2252.0,4536.0,0.0,4536.0,0.0,0.0,1.0,3.0,101.71,52.02,2.01,2.43,0.0,4.8,13,1,11
2250.0,1673.0,0.0,1673.0,0.0,0.0,1.0,2.5,90.0,29.0,0.74,2.43,0.0,4.8,110,0,1
4675.0,1836.0,0.0,1836.0,0.0,0.0,1.0,2.5,109.83,34.0,0.39,0.5,0.0,1.0,90,0,11
2848.0,1786.0,0.0,1786.0,0.0,0.0,1.0,2.0,112.0,39.0,0.63,1.25,0.0,2.0,80,0,12
11325.0,40880.0,0.0,40880.0,0.0,0.0,1.0,5.0,84.0,80.0,3.61,3.44,0.0,4.8,94,0,6
3919.0,2678.0,0.0,2678.0,0.0,0.0,2.0,2.5,75.0,51.0,0.68,2.43,0.0,4.8,105,0,12
3658.0,6048.0,0.0,6048.0,0.0,0.0,1.0,3.0,100.0,72.0,1.65,3.44,0.0,4.8,94,0,0
4750.0,3847.0,0.0,3847.0,0.0,0.0,2.0,2.0,95.0,56.0,0.81,0.5,0.0,1.0,96,0,6
1800.0,1332.0,0.0,1332.0,0.0,0.0,1.0,3.0,100.0,37.0,0.74,0.5,0.0,1.0,65,0,6
5146.0,23100.0,0.0,23100.0,0.0,0.0,1.0,5.0,122.58,110.0,4.49,2.43,0.0,4.8,107,0,1
27184.0,14496.0,0.0,14496.0,0.0,0.0,8.0,2.0,100.0,50.0,0.53,3.44,0.0,4.8,39,0,2
1030.0,2301.0,0.0,2301.0,0.0,0.0,1.0,3.0,32.37,17.05,2.23,3.44,0.0,4.8,13,0,6
2000.0,2082.0,0.0,2082.0,0.0,0.0,1.0,3.0,100.0,35.0,1.04,0.0,2.0,4.8,110,0,6
1625.0,968.0,0.0,968.0,0.0,0.0,2.0,2.0,65.0,26.0,0.6,3.44,0.0,4.8,110,0,6
2800.0,780.0,0.0,780.0,0.0,0.0,1.0,2.0,100.0,36.0,0.28,0.75,0.0,2.0,70,0,12
1440.0,1728.0,0.0,1728.0,0.0,0.0,1.0,3.0,80.0,32.0,1.2,0.75,0.0,2.0,58,0,8
1922.0,1632.0,0.0,1056.0,0.0,0.0,2.0,2.0,56.0,24.0,0.85,0.75,0.0,2.0,95,0,11
2500.0,2416.0,0.0,2416.0,0.0,0.0,1.0,2.0,100.0,59.0,0.97,1.25,0.0,2.0,100,1,1
2618.0,2241.0,0.0,2241.0,0.0,0.0,1.0,2.0,105.0,54.0,0.86,0.75,0.0,2.0,18,0,6
2310.0,960.0,0.0,960.0,0.0,0.0,1.0,2.0,109.17,30.0,0.42,0.5,0.0,1.0,55,0,6
2500.0,1850.0,0.0,1480.0,0.0,0.0,1.0,2.0,100.0,35.0,0.74,0.75,0.0,2.0,78,0,11
2375.0,1000.0,0.0,1000.0,0.0,0.0,1.0,1.5,95.0,37.0,0.42,0.75,0.0,2.0,85,0,6
7855.0,12075.0,2000.0,10075.0,0.0,2000.0,2.0,4.0,77.42,55.0,1.54,3.44,3.4,6.5,108,0,9
5000.0,1875.0,0.0,1875.0,0.0,0.0,1.0,2.5,100.0,41.0,0.38,0.75,0.0,2.0,90,0,9
1407.0,3400.0,0.0,3400.0,0.0,0.0,1.0,3.0,73.58,63.0,2.42,2.43,0.0,4.8,96,0,6
2375.0,4416.0,0.0,2944.0,0.0,0.0,1.0,2.0,95.0,75.0,1.86,1.25,0.0,2.0,110,0,6
2500.0,3459.0,0.0,3459.0,0.0,0.0,1.0,3.0,100.0,64.0,1.38,2.43,0.0,4.8,12,0,6
3741.0,8580.0,0.0,8580.0,0.0,0.0,1.0,4.0,103.92,65.0,2.29,3.44,0.0,4.8,111,1,0
11945.0,11945.0,11945.0,0.0,0.0,0.0,1.0,1.0,100.0,110.03,1.0,0.0,2.0,4.8,28,0,6
2500.0,2680.0,0.0,2680.0,0.0,0.0,2.0,2.0,100.0,67.0,1.07,1.25,0.0,2.0,100,0,6
2500.0,396.0,0.0,396.0,0.0,0.0,1.0,1.0,100.0,22.0,0.16,0.5,0.0,1.0,85,0,4
1625.0,2082.0,0.0,1344.0,0.0,0.0,1.0,2.0,65.0,41.0,1.28,0.5,0.0,1.0,95,0,12
4750.0,1122.0,0.0,1122.0,0.0,0.0,2.0,1.0,95.0,45.0,0.24,1.25,0.0,2.0,65,0,8
3125.0,3384.0,0.0,2224.0,0.0,0.0,2.0,2.0,125.0,65.0,1.08,0.5,0.0,1.0,119,0,6
2250.0,1674.0,0.0,1320.0,0.0,0.0,2.0,2.5,90.0,36.0,0.74,0.5,0.0,1.0,105,0,2
1667.0,3249.0,0.0,3249.0,0.0,0.0,1.0,3.0,100.0,65.0,1.95,3.44,0.0,4.8,10,0,6
2860.0,1630.0,0.0,1630.0,0.0,0.0,1.0,3.0,108.25,36.0,0.57,1.25,0.0,2.0,60,0,6
2146.0,2924.0,0.0,2193.0,0.0,0.0,1.0,3.0,60.0,29.83,1.36,2.43,0.0,4.8,47,0,11
1667.0,1608.0,0.0,1608.0,0.0,0.0,1.0,2.0,100.0,42.0,0.96,0.75,0.0,2.0,121,0,9
2500.0,2277.0,0.0,1656.0,0.0,0.0,1.0,2.0,100.0,46.0,0.91,0.75,0.0,2.0,85,0,0
2250.0,1390.0,0.0,1390.0,0.0,0.0,1.0,2.0,90.0,40.0,0.62,0.75,0.0,2.0,100,1,8
1800.0,1368.0,0.0,1368.0,0.0,0.0,1.0,2.0,100.0,38.0,0.76,1.25,0.0,2.0,60,0,6
2000.0,2040.0,0.0,1440.0,0.0,0.0,1.0,2.0,100.0,36.0,1.02,2.43,0.0,4.8,75,0,8
3624.0,1778.0,0.0,1778.0,0.0,0.0,1.0,2.0,109.0,38.0,0.49,2.43,0.0,4.8,110,0,6
2500.0,3306.0,0.0,3306.0,0.0,0.0,1.0,3.0,100.0,56.0,1.32,3.44,0.0,6.5,121,0,1
9658.0,11500.0,11500.0,0.0,1870.0,0.0,1.0,2.0,140.32,140.0,1.19,0.0,1.0,2.4,100,0,6
1467.0,2400.0,0.0,2400.0,0.0,0.0,1.0,3.0,73.98,42.0,1.64,0.5,0.0,1.0,6,0,11
1900.0,3474.0,0.0,2316.0,0.0,0.0,1.0,2.0,95.0,61.0,1.83,3.44,0.0,4.8,121,0,6
2628.0,1944.0,0.0,1296.0,0.0,0.0,2.0,2.0,116.33,36.0,0.74,0.75,0.0,2.0,60,0,6
2500.0,2504.0,0.0,2504.0,0.0,0.0,1.0,2.0,100.0,50.0,1.0,1.1,0.0,2.0,119,0,12
2000.0,2217.0,0.0,1584.0,0.0,0.0,1.0,2.0,100.0,37.0,1.11,0.5,0.0,1.0,80,0,6
1932.0,1452.0,0.0,1452.0,0.0,0.0,1.0,2.0,87.62,33.0,0.75,2.43,0.0,4.8,33,1,1
3937.0,17508.0,1250.0,16258.0,0.0,1250.0,1.0,4.0,87.42,78.08,4.45,2.43,0.0,4.8,89,0,8
1735.0,3402.0,0.0,3402.0,0.0,0.0,1.0,3.0,82.55,54.0,1.96,3.44,0.0,4.8,15,0,6
15186.0,17195.0,17195.0,0.0,0.0,0.0,1.0,1.0,95.0,95.0,1.13,0.0,1.0,2.4,100,0,4
2501.0,854.0,0.0,854.0,0.0,0.0,1.0,2.0,99.35,20.0,0.34,6.02,0.0,6.5,119,0,11
5000.0,5000.0,5000.0,0.0,0.0,5000.0,1.0,1.0,100.0,100.0,1.0,0.0,1.0,2.4,41,0,6
5150.0,2000.0,0.0,2000.0,0.0,0.0,3.0,2.0,103.0,50.0,0.39,1.25,0.0,2.0,90,0,6
2500.0,2568.0,0.0,2568.0,0.0,0.0,1.0,2.0,100.0,50.0,1.03,3.0,0.0,3.0,92,0,6
2500.0,1840.0,0.0,1840.0,0.0,0.0,2.0,2.0,100.0,40.0,0.74,0.75,0.0,2.0,100,0,12
3157.0,2288.0,0.0,2288.0,0.0,0.0,1.0,2.0,95.31,45.0,0.72,0.75,0.0,2.0,18,0,6
1710.0,1620.0,0.0,1080.0,0.0,0.0,1.0,2.0,95.0,35.0,0.95,1.25,0.0,2.0,60,1,12
3452.0,3025.0,0.0,2420.0,0.0,0.0,1.0,2.0,95.0,55.0,0.88,1.1,0.0,2.0,110,1,6
20000.0,50700.0,0.0,50700.0,0.0,0.0,1.0,6.0,100.0,78.0,2.54,2.43,0.0,4.8,92,1,4
4287.0,5250.0,1750.0,3500.0,0.0,1750.0,2.0,3.0,98.42,70.0,1.22,1.1,0.0,2.0,94,0,11
5000.0,1600.0,0.0,1600.0,0.0,0.0,1.0,1.5,100.0,35.5,0.32,0.5,0.0,1.0,65,0,4
2500.0,1554.0,0.0,888.0,0.0,0.0,1.0,1.0,100.0,46.0,0.62,0.75,0.0,2.0,68,0,6
3029.0,2500.0,2500.0,0.0,0.0,2500.0,1.0,1.0,121.17,100.0,0.83,3.0,0.0,3.0,89,0,6
5000.0,3800.0,1890.0,1910.0,1890.0,0.0,1.0,2.0,100.0,48.0,0.76,0.75,0.0,2.0,55,0,6
4592.0,3722.0,0.0,2645.0,0.0,0.0,2.0,2.5,75.0,45.0,0.81,0.75,0.0,2.0,110,0,6
4152.0,11742.0,0.0,11742.0,0.0,0.0,1.0,4.0,72.0,65.0,2.83,3.44,0.0,4.8,92,0,6
41250.0,7210.0,7210.0,0.0,2469.0,0.0,2.0,1.0,150.0,85.0,0.17,0.0,2.0,0.0,39,0,9
10025.0,600.0,600.0,0.0,0.0,0.0,1.0,1.0,200.5,30.0,0.06,0.0,2.0,0.0,89,0,12
2375.0,1428.0,0.0,1428.0,0.0,0.0,1.0,2.0,95.0,42.0,0.6,0.75,0.0,2.0,100,0,11
3200.0,2916.0,486.0,2430.0,0.0,486.0,2.0,2.0,64.0,45.0,0.91,1.25,0.0,2.0,93,0,0
1914.0,1558.0,0.0,1558.0,0.0,0.0,1.0,3.0,108.33,36.0,0.81,1.25,0.0,2.0,55,0,11
51150.0,129600.0,0.0,129600.0,0.0,0.0,1.0,6.0,148.08,125.0,2.53,3.0,0.0,3.0,60,0,12
3750.0,2176.0,0.0,2176.0,0.0,0.0,1.0,2.0,100.0,52.0,0.58,0.75,0.0,2.0,21,1,11
1062.0,1620.0,0.0,1620.0,0.0,0.0,1.0,3.0,69.5,30.0,1.53,1.25,0.0,2.0,65,0,9
1534.0,1908.0,0.0,1908.0,0.0,0.0,1.0,2.0,85.96,58.0,1.24,3.44,0.0,4.8,119,0,4
13600.0,61000.0,0.0,61000.0,0.0,0.0,2.0,6.0,100.0,81.0,4.49,3.44,0.0,4.8,61,0,8
2510.0,2052.0,0.0,2052.0,0.0,0.0,1.0,3.0,95.0,35.0,0.82,0.75,0.0,2.0,62,0,1
11150.0,10660.0,10660.0,0.0,0.0,0.0,3.0,1.0,118.0,118.0,0.96,0.0,1.0,2.4,59,0,6
3116.0,1290.0,0.0,1290.0,0.0,0.0,2.0,1.5,81.75,33.0,0.41,0.75,0.0,2.0,65,0,6
1275.0,2370.0,0.0,2370.0,0.0,0.0,1.0,3.0,41.25,30.0,1.86,6.02,0.0,6.5,119,0,12
2500.0,1066.0,0.0,1066.0,0.0,0.0,1.0,2.0,100.0,26.0,0.43,0.5,0.0,1.0,90,0,1
6965.0,2640.0,0.0,2112.0,0.0,0.0,2.0,2.0,116.08,33.0,0.38,0.5,0.0,1.0,55,0,6
2508.0,3321.0,0.0,3321.0,0.0,0.0,1.0,2.0,100.33,81.0,1.32,1.25,0.0,2.0,94,0,2
3325.0,2990.0,0.0,2990.0,0.0,0.0,2.0,2.0,100.0,65.0,0.9,0.75,0.0,2.0,86,0,11
1800.0,2020.0,0.0,2020.0,0.0,0.0,1.0,2.0,100.0,56.0,1.12,1.25,0.0,2.0,15,0,6
7453.0,1486.0,0.0,1486.0,0.0,0.0,2.0,1.5,61.75,42.0,0.2,0.5,0.0,1.0,85,1,11
1880.0,2140.0,0.0,2140.0,0.0,0.0,1.0,3.0,94.0,37.0,1.14,1.25,0.0,2.0,65,0,9
2500.0,3630.0,0.0,2640.0,0.0,0.0,1.0,2.0,100.0,66.0,1.45,2.43,0.0,4.8,85,1,5
2500.0,2128.0,0.0,2128.0,0.0,0.0,3.0,2.0,100.0,48.0,0.85,1.25,0.0,2.0,95,0,8
147806.0,339386.0,0.0,339386.0,0.0,0.0,3.0,16.0,281.25,44.0,2.3,3.44,0.0,4.8,55,1,1
2577.0,3950.0,0.0,3950.0,0.0,0.0,1.0,2.0,103.0,79.0,1.53,1.25,0.0,2.0,90,0,6
2685.0,1516.0,0.0,1516.0,0.0,0.0,1.0,2.0,107.42,33.0,0.56,0.75,0.0,2.0,95,0,6
1942.0,3816.0,0.0,3012.0,0.0,0.0,1.0,3.0,100.0,50.0,1.96,2.43,0.0,4.8,120,0,8
2500.0,2478.0,0.0,2478.0,0.0,0.0,1.0,2.0,100.0,63.0,0.99,3.44,0.0,4.8,100,0,6
2890.0,1926.0,0.0,1332.0,0.0,0.0,1.0,2.0,109.42,37.0,0.67,0.75,0.0,2.0,70,0,6
36800.0,4999.0,4999.0,0.0,0.0,4999.0,1.0,1.0,196.42,55.0,0.14,3.0,2.0,3.0,39,0,6
2375.0,2924.0,0.0,1916.0,0.0,0.0,1.0,2.0,95.0,44.0,1.23,1.1,0.0,2.0,85,0,5
2500.0,1884.0,0.0,1884.0,0.0,0.0,1.0,2.0,100.0,48.0,0.75,0.75,0.0,2.0,100,0,9
4662.0,1080.0,0.0,1080.0,0.0,0.0,2.0,1.5,100.08,36.0,0.23,0.5,0.0,1.0,95,1,12
2800.0,4140.0,2040.0,2100.0,0.0,0.0,1.0,3.0,100.0,52.0,1.48,0.75,0.0,2.0,55,0,11
2500.0,3685.0,0.0,2680.0,0.0,0.0,1.0,2.0,100.0,67.0,1.47,2.43,0.0,4.8,90,0,11
2722.0,3590.0,1185.0,2405.0,0.0,1185.0,2.0,3.0,101.25,57.0,1.32,3.44,0.0,4.8,83,0,6
2320.0,3160.0,0.0,2160.0,0.0,0.0,1.0,2.0,95.0,50.0,1.36,1.1,0.0,2.0,100,0,6
2500.0,3160.0,0.0,3160.0,0.0,0.0,1.0,2.0,100.0,79.0,1.26,2.43,0.0,4.8,95,0,1
1852.0,1888.0,0.0,1332.0,0.0,0.0,1.0,2.0,101.98,43.0,1.02,0.75,0.0,2.0,59,1,10
3148.0,3035.0,3035.0,0.0,3035.0,0.0,1.0,1.0,75.0,75.0,0.96,3.0,0.0,3.0,22,0,6
2430.0,2600.0,0.0,1800.0,0.0,0.0,1.0,2.0,82.17,30.33,1.07,0.75,0.0,2.0,60,0,6
1996.0,3306.0,1102.0,2204.0,0.0,1102.0,1.0,3.0,101.5,58.0,1.66,2.43,0.0,4.8,100,0,6
2500.0,1980.0,0.0,1440.0,0.0,0.0,1.0,2.0,100.0,36.0,0.79,0.75,0.0,2.0,85,0,6
2214.0,3440.0,0.0,2500.0,0.0,0.0,1.0,3.0,114.5,37.0,1.55,1.35,0.0,2.0,108,0,4
3000.0,3584.0,1280.0,1280.0,1280.0,0.0,1.0,2.0,100.0,62.0,1.19,3.44,0.0,4.8,90,0,6
2185.0,2400.0,1200.0,1200.0,0.0,1200.0,2.0,2.0,85.0,48.0,1.1,1.35,0.0,2.0,95,1,2
3950.0,1702.0,0.0,851.0,0.0,0.0,1.0,1.0,100.0,40.0,0.43,0.5,0.0,1.0,80,0,8
5315.0,2640.0,0.0,2640.0,0.0,0.0,2.0,2.0,97.8,26.3,0.5,0.75,0.0,2.0,23,0,6
5000.0,2472.0,2472.0,0.0,0.0,0.0,2.0,2.0,100.0,39.0,0.49,1.25,0.0,2.0,100,0,6
2520.0,4725.0,0.0,4725.0,0.0,0.0,1.0,3.0,40.0,25.0,1.88,1.1,0.0,2.0,89,0,11
4060.0,20210.0,20210.0,0.0,0.0,0.0,1.0,5.0,119.64,94.0,4.98,3.44,0.0,4.8,111,0,9
16269.0,14615.0,14615.0,0.0,4750.0,5115.0,1.0,3.0,185.27,185.0,0.9,3.44,0.0,4.8,70,0,6
1728.0,1764.0,0.0,1224.0,0.0,0.0,1.0,2.0,96.0,34.0,1.02,0.5,0.0,1.0,65,0,6
2500.0,3135.0,0.0,3135.0,0.0,0.0,1.0,3.0,100.0,48.0,1.25,0.0,1.0,2.4,110,0,11
2375.0,2147.0,0.0,2147.0,0.0,0.0,1.0,2.5,95.0,42.0,0.9,0.5,0.0,1.0,95,0,10
1943.0,1594.0,0.0,1594.0,0.0,0.0,1.0,3.0,110.0,36.0,0.82,1.25,0.0,2.0,55,0,11
4400.0,2543.0,0.0,1413.0,0.0,0.0,2.0,1.5,88.42,35.5,0.58,0.75,0.0,2.0,75,0,10
6000.0,2780.0,0.0,1800.0,0.0,0.0,2.0,2.0,120.0,41.0,0.46,0.5,0.0,1.0,95,0,11
2875.0,3000.0,0.0,3000.0,0.0,0.0,1.0,3.0,125.0,50.0,1.04,3.44,0.0,4.8,113,0,6
1999.0,2280.0,0.0,2280.0,0.0,0.0,1.0,2.0,99.94,38.0,1.14,2.43,0.0,4.8,27,1,9
1650.0,1632.0,0.0,1024.0,0.0,0.0,1.0,2.0,100.0,32.0,0.99,0.0,1.0,2.4,119,0,6
2070.0,1152.0,0.0,1152.0,0.0,0.0,1.0,2.0,32.0,32.0,0.56,2.43,0.0,4.8,27,0,11
3064.0,1540.0,0.0,1540.0,0.0,0.0,1.0,2.5,103.0,28.0,0.5,1.25,0.0,2.0,119,0,6
2950.0,2340.0,0.0,2340.0,0.0,0.0,2.0,2.5,51.67,40.83,0.79,2.43,0.0,4.8,110,0,6
1739.0,2650.0,0.0,2650.0,0.0,0.0,1.0,3.0,91.5,50.0,1.52,1.25,0.0,2.0,70,1,9
2771.0,3150.0,0.0,3150.0,0.0,0.0,1.0,3.0,95.0,50.0,1.14,0.75,0.0,2.0,47,0,6
3423.0,1152.0,0.0,1152.0,0.0,0.0,1.0,2.0,87.5,32.0,0.34,2.43,0.0,4.8,28,0,6
2168.0,1116.0,0.0,1116.0,0.0,0.0,1.0,1.67,67.75,25.0,0.51,0.75,0.0,2.0,75,1,5
3325.0,4400.0,0.0,4400.0,0.0,0.0,1.0,2.0,100.0,68.0,1.32,3.44,0.0,4.8,90,1,1
22524.0,1058.0,0.0,1058.0,0.0,0.0,2.0,2.0,450.48,45.0,0.05,0.5,0.0,1.0,2,0,6
3500.0,4320.0,0.0,2880.0,0.0,0.0,2.0,2.0,100.0,56.0,1.23,0.75,0.0,2.0,100,0,6
2500.0,1250.0,1250.0,0.0,0.0,1250.0,1.0,1.0,100.0,50.0,0.5,0.0,2.0,6.5,11,0,8
2735.0,1366.0,0.0,1366.0,0.0,0.0,1.0,2.0,109.42,43.0,0.5,0.75,0.0,2.0,95,0,6
2454.0,1476.0,0.0,1476.0,0.0,0.0,1.0,2.0,98.17,41.0,0.6,0.75,0.0,2.0,90,0,6
5814.0,4347.0,4347.0,0.0,0.0,4347.0,1.0,1.0,84.58,53.5,0.75,0.0,1.0,2.4,64,0,6
2500.0,2850.0,0.0,2850.0,0.0,0.0,1.0,3.0,100.0,38.0,1.14,1.25,0.0,2.0,99,1,12
5000.0,21240.0,0.0,21240.0,0.0,0.0,1.0,6.0,100.0,87.0,4.25,3.44,0.0,4.8,89,0,6
