lotarea,bldgarea,comarea,resarea,officearea,retailarea,numbldgs,numfloors,lotdepth,bldgdepth,builtfar,residfar,commfar,facilfar,years,status,complaint_type
-0.0357693396083073,-0.17839124748686658,-0.10734276439885786,-0.15583073870959555,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,-0.35076220261289015,-0.27762540309661804,-0.7030505652958818,-0.23048191687970707,-0.6790206358982268,-0.20945551698992315,-0.5700241335321645,-0.14464428910352994,0,1
-0.03233052294860182,-0.12198872145042632,-0.04866845207438414,-0.11272935229583726,-0.06067577902589045,0.12916527211502526,-0.2681396598205682,0.37782905677948897,-0.09055384477441092,0.24811323474120195,0.3396403206942384,0.9829779838179443,-0.20945551698992315,0.05752311580330384,0.11663255127412038,0,1
-0.030222224330596403,-0.18132062516947436,-0.10734276439885786,-0.1465776709891904,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,0.01353342708329939,-0.21697483471426038,-0.32937907242417036,-0.6960817442317624,-0.6790206358982268,-0.20945551698992315,-0.5700241335321645,0.29081711152588724,1,1
-0.03233052294860182,-0.1652090479151315,-0.10734276439885786,-0.14508524071170567,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,-0.35076220261289015,-0.09055384477441092,-0.5331998867178313,-0.3445063643944961,-0.6790206358982268,-0.20945551698992315,-0.5700241335321645,-0.20996349919794252,1,0
-0.03420588220619092,-0.1500579223600043,-0.10734276439885786,-0.10771478656348867,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,0.37782905677948897,-0.09055384477441092,-0.02364785098367915,0.14009753754335755,-0.8636871492000237,-0.20945551698992315,-1.1975713828676329,-0.6671979698588305,1,1
0.01515357345355399,0.5449969610698961,1.284296067404722,-0.19021633230284316,3.4827591870068173,-0.0636019696152411,-0.2681396598205682,0.37782905677948897,0.5899927926587972,2.761903277696352,0.919264595561083,2.4603100902323187,7.105582828453747,1.3126176144742407,0.2690440414944164,1,0
-0.0288601212908738,-0.13711583571307312,-0.10734276439885786,-0.09162638817220355,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,0.01353342708329939,0.3164744826487492,-0.22746866527733997,-0.22097987958680795,-0.8636871492000237,-0.20945551698992315,-1.1975713828676329,0.5085478118405958,1,0
-0.014958774036197603,-0.14640820590298473,-0.10734276439885786,-0.12804168694283033,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,-0.7150578323090797,-0.09055384477441092,-0.22746866527733997,-0.7530939679891571,-0.8636871492000237,-0.20945551698992315,-1.1975713828676329,-0.6889710398903014,1,0
-0.03233052294860182,-0.1567090503770728,-0.10734276439885786,-0.13720520884658644,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,-0.35076220261289015,-0.09055384477441092,-0.22746866527733997,-0.21147784229390887,-0.6790206358982268,-0.20945551698992315,-0.5700241335321645,0.18195176136853297,1,0
-0.03075127304747417,-0.14969775297279841,-0.10734276439885786,-0.10726705748024325,-0.06067577902589045,-0.0636019696152411,-0.2681396598205682,-0.35076220261289015,-0.09055384477441092,0.5878145918973033,-0.23998395417260615,0.5619383334898478,-0.20945551698992315,1.1871081646071469,0.5085478118405958,1,0
