lotarea,bldgarea,resarea,numbldgs,numfloors,lotdepth,bldgdepth,builtfar,residfar,year,status,complaint
2336.0,2740.0,2740.0,2.0,3.0,83.42,35.0,1.17,1.25,110,0,0
2500.0,1984.0,1984.0,1.0,2.75,100.0,28.0,0.79,1.1,100,0,1
3125.0,2008.0,1004.0,1.0,1.0,100.0,47.0,0.64,0.75,90,0,2
5000.0,2463.0,2463.0,1.0,2.5,100.0,29.0,0.49,0.5,100,0,1
7500.0,1952.0,1952.0,2.0,2.0,100.0,29.0,0.26,0.5,95,0,2
2415.0,1258.0,1258.0,2.0,2.0,95.0,37.0,0.52,1.25,70,0,2
2300.0,1440.0,1440.0,1.0,2.0,100.0,35.0,0.63,0.75,70,0,1
2542.0,3564.0,2420.0,1.0,2.0,100.0,58.0,1.4,0.75,70,0,0
2435.0,2362.0,1638.0,1.0,2.0,97.42,46.0,0.97,0.75,75,0,3
5000.0,2056.0,2056.0,2.0,2.0,100.0,36.0,0.41,1.25,95,0,3
13100.0,12500.0,0.0,1.0,1.0,113.75,100.0,0.95,0.75,59,0,3
3332.0,12900.0,12500.0,1.0,6.0,69.42,62.42,3.87,3.44,106,0,3
2550.0,830.0,830.0,1.0,1.0,102.17,47.5,0.33,0.5,121,0,3
3742.0,1376.0,688.0,2.0,1.0,100.0,43.83,0.37,0.5,110,0,1
3750.0,2970.0,2970.0,1.0,2.0,100.0,55.0,0.79,0.75,2,0,3
5304.0,17750.0,17750.0,1.0,5.0,102.17,89.0,3.35,6.02,110,0,4
1514.0,1440.0,720.0,2.0,2.0,88.17,45.0,0.95,4.2,119,0,1
2970.0,1480.0,1480.0,1.0,2.0,114.57,32.0,0.5,0.75,100,0,4
2375.0,2194.0,1798.0,1.0,2.5,95.0,48.0,0.92,1.25,121,0,1
2500.0,2039.0,1235.0,1.0,1.5,100.0,43.0,0.82,0.75,70,0,3
2350.0,6400.0,6400.0,1.0,4.0,94.0,64.0,2.72,2.43,89,0,3
2500.0,1481.0,812.0,1.0,1.0,100.0,43.0,0.59,0.75,80,0,1
2133.0,1734.0,1734.0,1.0,3.0,100.0,34.0,0.81,2.43,121,0,2
2200.0,3036.0,3036.0,1.0,3.0,100.0,46.0,1.38,3.44,20,0,0
1900.0,1944.0,1296.0,1.0,2.0,100.0,31.0,1.02,0.75,70,0,1
2360.0,1835.0,1280.0,1.0,2.0,113.58,32.0,0.78,0.75,75,0,4
2856.0,2078.0,2078.0,1.0,2.0,114.25,40.0,0.73,1.25,100,0,2
5000.0,3522.0,780.0,1.0,2.0,100.02,92.0,0.7,1.25,100,0,1
2500.0,2322.0,1548.0,2.0,2.0,100.0,46.0,0.93,0.75,100,0,4
1800.0,2450.0,1960.0,1.0,2.0,50.0,35.0,1.36,1.1,65,0,2
2850.0,2343.0,1562.0,1.0,2.0,95.0,38.1,0.82,2.43,18,0,3
3000.0,1387.0,1387.0,1.0,2.5,100.0,26.0,0.46,0.75,100,0,2
2642.0,4000.0,3000.0,1.0,3.0,50.0,25.0,1.51,0.75,21,0,0
1920.0,2364.0,2364.0,1.0,3.0,94.5,39.0,1.23,3.44,23,0,3
1970.0,1899.0,1332.0,1.0,2.0,109.42,37.0,0.96,0.75,75,0,3
2042.0,3252.0,3252.0,1.0,3.0,100.0,55.0,1.59,3.44,110,0,1
2653.0,1362.0,1362.0,1.0,2.0,94.75,35.0,0.51,0.75,60,0,1
2000.0,2192.0,2192.0,1.0,3.0,100.0,36.0,1.1,3.44,28,0,2
1334.0,1312.0,1312.0,1.0,2.0,79.67,45.0,0.98,3.44,121,0,3
1900.0,3474.0,2316.0,1.0,2.0,95.0,61.0,1.83,3.44,121,0,1
1120.0,2112.0,2112.0,1.0,3.0,70.0,40.0,1.89,3.44,121,0,3
5500.0,3030.0,1974.0,1.0,2.5,110.0,32.0,0.55,2.0,105,0,3
2750.0,1824.0,1440.0,1.0,2.0,100.0,36.0,0.66,0.75,60,0,2
2483.0,3420.0,2291.0,1.0,3.0,98.33,57.0,1.38,2.43,95,0,3
3190.0,4461.0,2974.0,2.0,2.0,110.0,65.0,1.4,1.25,100,0,3
1723.0,3064.0,2176.0,1.0,2.0,59.46,50.1,1.78,3.44,17,0,1
17660.0,76860.0,76860.0,1.0,5.0,154.83,122.0,4.35,2.43,97,0,2
1509.0,1980.0,1980.0,1.0,2.0,51.75,45.0,1.31,0.5,75,0,3
4850.0,1497.0,1497.0,2.0,2.5,97.0,26.0,0.31,1.25,100,0,2
3650.0,1268.0,1268.0,1.0,1.67,95.0,35.0,0.35,0.75,70,0,3
2500.0,3000.0,3000.0,1.0,2.0,100.0,70.0,1.2,3.44,100,0,2
12488.0,35247.0,10271.0,1.0,2.0,84.95,166.0,2.82,3.44,27,0,3
2500.0,2238.0,2238.0,1.0,2.0,100.0,48.0,0.9,1.25,119,0,3
2500.0,3592.0,2912.0,1.0,2.0,100.0,68.0,1.44,2.43,100,0,3
2742.0,1925.0,1400.0,1.0,2.0,100.0,35.0,0.7,0.5,55,0,3
2000.0,2650.0,2650.0,1.0,3.0,100.0,50.0,1.33,2.43,60,0,1
1577.0,3600.0,2600.0,1.0,3.0,74.5,60.0,2.28,3.44,95,0,4
2500.0,2490.0,2490.0,2.0,2.0,100.0,60.0,1.0,0.75,90,0,4
2500.0,2475.0,2000.0,1.0,2.0,100.0,48.0,0.99,0.75,80,0,4
2500.0,2500.0,1800.0,1.0,2.0,100.0,56.0,1.0,0.5,85,0,1
2500.0,2600.0,2600.0,1.0,2.5,100.0,48.0,1.04,3.44,24,0,4
3271.0,1800.0,1800.0,2.0,2.5,87.42,30.0,0.55,0.75,119,0,3
2500.0,2120.0,2120.0,1.0,2.0,100.0,50.0,0.85,0.75,90,0,1
2013.0,3174.0,2116.0,2.0,2.0,91.5,50.0,1.58,2.43,119,0,3
2050.0,1560.0,1560.0,1.0,2.0,93.17,42.0,0.76,1.25,121,0,2
12500.0,60000.0,58425.0,1.0,6.0,100.0,110.0,4.8,3.44,94,0,3
1979.0,2184.0,2184.0,1.0,2.0,97.33,58.0,1.1,2.43,119,0,2
2144.0,2850.0,1900.0,2.0,2.0,85.75,44.0,1.33,1.25,95,0,1
2033.0,4259.0,4259.0,1.0,3.0,100.0,55.0,2.09,3.44,110,0,1
10000.0,53662.0,48296.0,1.0,6.0,100.0,90.0,5.37,4.0,93,0,2
3958.0,11750.0,11750.0,1.0,5.0,100.0,71.0,2.97,3.44,104,0,2
4000.0,4949.0,4949.0,1.0,3.0,100.0,60.0,1.24,3.44,90,0,3
2175.0,2970.0,2970.0,1.0,3.0,100.0,52.0,1.37,2.43,29,0,3
1794.0,2480.0,2480.0,1.0,2.0,71.75,60.0,1.38,2.43,100,0,2
5000.0,17600.0,17600.0,1.0,4.0,100.0,88.0,3.52,3.44,89,0,0
2000.0,2480.0,2480.0,1.0,3.0,100.0,40.0,1.24,3.44,26,0,4
2500.0,2322.0,2322.0,1.0,2.0,100.0,55.0,0.93,3.44,100,0,3
2900.0,3276.0,3276.0,1.0,3.0,100.0,52.0,1.13,3.44,15,0,4
5000.0,5000.0,0.0,1.0,1.0,100.0,100.0,1.0,2.43,89,0,3
4797.0,8762.0,8762.0,1.0,4.0,145.18,66.0,1.83,3.44,7,0,3
2600.0,2900.0,2000.0,1.0,2.0,105.0,55.0,1.12,0.75,50,0,1
13464.0,67104.0,58704.0,1.0,6.0,120.08,102.0,4.98,3.44,98,0,3
1939.0,1368.0,1368.0,1.0,2.0,116.47,45.0,0.71,3.44,119,0,4
2256.0,1510.0,1110.0,1.0,2.0,111.42,27.42,0.67,0.5,60,0,1
83500.0,203837.0,0.0,1.0,3.0,213.42,162.0,2.44,2.43,73,0,1
2375.0,2000.0,2000.0,1.0,2.0,95.0,65.0,0.84,6.02,100,0,4
6700.0,27650.0,27650.0,1.0,5.0,85.17,70.0,4.13,3.0,93,0,3
1950.0,3094.0,3094.0,1.0,3.0,100.0,52.0,1.59,0.75,16,0,3
1800.0,1584.0,1152.0,2.0,2.0,100.0,35.0,0.88,0.75,55,0,0
3300.0,2860.0,2288.0,1.0,2.0,100.0,52.5,0.87,0.75,70,0,1
2025.0,1560.0,1560.0,1.0,2.0,100.0,44.0,0.77,2.43,60,0,3
10000.0,43250.0,43250.0,2.0,5.0,100.0,86.42,4.33,3.0,104,0,1
2385.0,1764.0,1764.0,1.0,3.0,84.42,32.83,0.74,0.75,65,0,3
3268.0,5200.0,5200.0,2.0,3.0,130.74,52.0,1.59,3.44,17,0,4
2475.0,3844.0,2640.0,1.0,2.0,100.0,70.0,1.55,3.44,95,0,3
3600.0,5200.0,5200.0,2.0,3.0,144.0,52.0,1.44,3.44,17,0,3
17136.0,22000.0,0.0,1.0,1.0,170.0,170.0,1.28,0.0,89,0,3
5000.0,1870.0,1000.0,1.0,1.0,100.0,50.0,0.37,0.75,70,0,2
1974.0,1485.0,1188.0,1.0,2.0,109.67,33.0,0.75,0.75,70,0,0
6500.0,495.0,0.0,1.0,1.0,50.0,28.0,0.08,3.44,22,0,3
3742.0,4468.0,3044.0,2.0,2.5,100.0,40.0,1.19,0.75,90,0,4
4120.0,3560.0,3560.0,1.0,2.0,103.0,41.0,0.86,0.75,85,0,3
2260.0,1800.0,1800.0,1.0,2.0,113.0,45.0,0.8,0.75,60,0,2
1016.0,2133.0,2133.0,1.0,3.0,25.0,25.0,2.1,1.25,14,0,3
1940.0,1224.0,1224.0,1.0,2.0,95.0,34.0,0.63,0.75,55,0,2
3468.0,2584.0,2584.0,1.0,2.0,95.0,55.0,0.75,1.25,119,0,0
2947.0,7265.0,7265.0,1.0,4.0,104.61,51.0,2.47,2.43,14,0,3
5471.0,3894.0,3894.0,2.0,2.0,109.42,59.0,0.71,0.75,88,0,1
2513.0,2384.0,2384.0,1.0,3.0,100.5,45.0,0.95,0.75,95,0,3
5408.0,1408.0,1408.0,1.0,2.0,108.17,22.0,0.26,0.5,72,0,3
2500.0,1477.0,808.0,1.0,1.0,100.0,46.0,0.59,0.75,75,0,1
2500.0,2680.0,2080.0,1.0,2.0,100.0,52.0,1.07,2.43,60,0,4
2500.0,3438.0,2271.0,1.0,2.0,100.0,50.0,1.38,1.25,95,0,1
2679.0,1280.0,1280.0,1.0,2.0,50.0,32.0,0.48,0.75,65,0,3
35175.0,61952.0,61952.0,1.0,8.0,200.08,54.42,1.76,2.43,56,0,2
11283.0,7500.0,0.0,1.0,2.0,100.0,70.0,0.66,3.44,28,0,1
2375.0,2090.0,1330.0,1.0,2.0,125.0,40.0,0.88,0.75,60,0,4
1710.0,1732.0,1260.0,1.0,2.0,95.0,35.0,1.01,0.75,60,0,4
1800.0,1366.0,1366.0,1.0,2.0,67.42,41.0,0.76,0.75,95,0,3
1500.0,960.0,960.0,2.0,2.0,100.0,32.0,0.64,0.0,100,0,3
3800.0,980.0,980.0,2.0,1.0,100.0,28.0,0.26,0.5,95,0,1
2500.0,1520.0,1216.0,1.0,2.0,100.0,32.0,0.61,0.75,70,0,4
2500.0,756.0,756.0,1.0,1.0,100.0,30.0,0.3,2.43,85,0,3
2470.0,1780.0,976.0,1.0,1.0,95.0,52.0,0.72,1.25,70,0,3
1313.0,2136.0,1384.0,1.0,2.0,79.58,45.0,1.63,3.44,119,0,0
2500.0,1312.0,1312.0,2.0,2.0,100.0,38.0,0.52,0.75,95,0,3
5033.0,1619.0,1619.0,2.0,2.75,100.0,31.0,0.32,1.1,119,0,0
3400.0,1160.0,1160.0,2.0,1.0,100.0,36.0,0.34,0.75,95,0,2
3731.0,1512.0,1512.0,1.0,2.5,149.25,33.0,0.41,0.75,110,0,2
3636.0,2028.0,2028.0,1.0,2.0,145.42,40.0,0.56,2.43,110,0,3
2035.0,2904.0,2904.0,1.0,3.0,81.42,52.0,1.43,3.44,95,0,3
5865.0,11370.0,11370.0,2.0,3.0,118.7,55.0,1.94,1.1,17,0,2
2500.0,1490.0,1490.0,2.0,2.0,100.0,37.0,0.6,0.75,85,0,4
2500.0,1826.0,992.0,1.0,1.0,100.0,41.0,0.73,0.75,80,0,0
2500.0,1680.0,1680.0,2.0,2.0,100.0,45.0,0.67,0.75,95,0,3
4000.0,2196.0,2196.0,1.0,2.75,100.0,36.0,0.55,0.75,119,0,1
2500.0,830.0,530.0,1.0,1.0,100.0,24.0,0.33,0.5,105,0,3
2200.0,1737.0,1224.0,1.0,2.0,100.0,40.0,0.79,0.75,65,0,3
1898.0,2052.0,1368.0,2.0,2.0,103.5,36.0,1.08,1.25,85,0,1
3778.0,2054.0,2054.0,1.0,2.0,100.0,46.08,0.54,0.75,21,0,2
2700.0,1653.0,1653.0,2.0,2.0,95.0,47.0,0.61,0.75,95,0,3
2500.0,1970.0,1970.0,1.0,2.0,100.0,50.0,0.79,3.44,90,0,3
1710.0,2160.0,2160.0,1.0,3.0,95.0,35.0,1.26,0.75,49,0,3
3029.0,1260.0,1260.0,1.0,2.0,94.67,35.0,0.42,0.75,60,0,3
5000.0,1916.0,1916.0,2.0,2.5,100.0,24.0,0.38,0.5,100,0,0
3742.0,2708.0,2008.0,1.0,2.75,100.0,46.0,0.72,0.75,90,0,1
2500.0,2100.0,0.0,2.0,1.0,100.0,100.0,0.84,3.44,89,0,3
8485.0,30000.0,28000.0,1.0,6.0,100.0,91.0,3.54,0.5,87,0,1
2408.0,3803.0,3068.0,1.0,2.0,96.33,70.0,1.58,3.44,100,0,0
30275.0,63726.0,62376.0,3.0,4.0,80.0,72.0,2.1,3.44,109,0,3
2500.0,3024.0,3024.0,2.0,2.0,100.0,68.0,1.21,2.43,90,0,3
11850.0,5002.0,1182.0,2.0,1.0,159.0,158.0,0.42,0.0,90,0,4
35107.0,23360.0,0.0,1.0,1.0,226.76,146.0,0.67,6.02,99,0,3
1560.0,2751.0,2751.0,1.0,3.0,90.0,53.0,1.76,0.5,16,0,0
11560.0,8600.0,0.0,1.0,2.0,103.0,90.0,0.74,1.25,37,0,3
2650.0,3280.0,3280.0,1.0,2.0,106.0,80.0,1.24,1.25,95,0,3
40525.0,33500.0,0.0,1.0,1.0,143.85,143.85,0.83,2.43,24,0,2
2438.0,2754.0,1836.0,2.0,2.0,97.5,51.0,1.13,0.75,80,0,3
14418.0,42500.0,42500.0,1.0,6.0,103.25,121.0,2.95,6.02,83,0,4
3000.0,1260.0,720.0,1.0,1.0,75.0,34.0,0.42,0.75,80,0,2
1292.0,2478.0,2478.0,1.0,3.0,50.0,32.0,1.92,2.43,28,0,1
2500.0,2060.0,1336.0,1.0,2.0,100.0,34.0,0.82,0.75,100,0,2
2500.0,5100.0,0.0,1.0,2.0,100.0,90.0,2.04,2.43,89,0,3
2500.0,3838.0,3838.0,1.0,3.0,100.0,66.0,1.54,0.0,90,0,3
2942.0,1842.0,1296.0,1.0,2.0,100.0,36.0,0.63,2.43,80,0,0
1969.0,1774.0,1156.0,1.0,2.0,112.0,38.5,0.9,0.75,60,0,3
1297.0,1540.0,1540.0,1.0,2.0,77.42,52.0,1.19,3.44,119,0,3
2533.0,1600.0,1600.0,2.0,2.0,101.33,40.0,0.63,0.75,90,0,2
2375.0,1280.0,1280.0,2.0,2.0,95.0,32.0,0.54,0.75,115,0,0
2500.0,1360.0,1360.0,2.0,2.0,100.0,40.67,0.54,0.75,80,0,1
1313.0,2108.0,1320.0,1.0,3.0,80.0,40.0,1.61,6.02,100,0,2
4371.0,14800.0,14800.0,1.0,4.0,87.42,74.0,3.39,2.43,116,0,3
2900.0,4200.0,3360.0,1.0,2.0,100.0,60.0,1.45,2.43,90,0,1
3563.0,15562.0,15562.0,1.0,5.0,95.0,83.0,4.37,2.43,94,0,0
2375.0,1280.0,1280.0,1.0,2.0,95.0,40.0,0.54,0.5,70,0,3
2500.0,1820.0,1820.0,2.0,2.5,100.0,39.0,0.73,0.75,93,0,2
2104.0,1408.0,1408.0,2.0,2.0,84.17,44.0,0.67,0.75,90,0,3
2250.0,1462.0,1462.0,1.0,2.0,90.0,40.0,0.65,0.75,100,0,2
2856.0,9397.0,9397.0,1.0,4.0,114.25,75.0,3.29,2.0,17,0,3
2415.0,2128.0,2128.0,1.0,2.0,105.0,51.0,0.88,0.75,119,0,0
2500.0,3413.0,3413.0,1.0,3.0,100.0,57.0,1.37,3.44,120,0,3
4000.0,2979.0,2043.0,1.0,2.5,160.0,41.0,0.74,0.75,95,0,3
5000.0,3600.0,3600.0,2.0,3.0,100.0,40.0,0.72,2.43,85,0,2
2785.0,2703.0,0.0,1.0,1.0,61.5,61.0,0.97,1.25,94,0,1
2375.0,2640.0,2112.0,1.0,2.0,95.0,48.0,1.11,0.75,55,0,3
2935.0,3105.0,2199.0,1.0,2.0,117.42,48.0,1.06,0.5,95,0,3
2200.0,1424.0,1424.0,1.0,2.0,100.0,34.0,0.65,1.1,70,0,3
2500.0,2180.0,2180.0,2.0,2.0,100.0,50.0,0.87,1.1,100,0,1
1946.0,2040.0,1360.0,1.0,2.0,100.0,34.0,1.05,2.43,70,0,3
2376.0,1140.0,1140.0,2.0,2.0,95.02,30.0,0.48,1.1,100,0,0
2250.0,2251.0,1596.0,1.0,2.0,90.0,38.0,1.0,2.43,95,0,3
5643.0,1646.0,1646.0,2.0,2.5,103.58,25.0,0.29,0.5,95,0,3
5000.0,3744.0,3744.0,1.0,3.0,100.0,46.0,0.75,0.5,31,0,3
2500.0,3303.0,3303.0,1.0,3.0,100.0,54.0,1.32,0.75,80,0,2
1317.0,2550.0,2550.0,1.0,3.0,75.0,48.42,1.94,3.44,14,0,4
2500.0,2128.0,2128.0,1.0,2.0,100.0,52.0,0.85,2.43,110,0,2
2375.0,974.0,974.0,2.0,2.0,95.0,34.0,0.41,0.75,95,0,0
2730.0,1344.0,1344.0,2.0,2.0,105.0,38.0,0.49,0.75,95,0,4
2600.0,3380.0,2600.0,1.0,2.5,100.0,52.0,1.3,0.75,95,0,3
4973.0,4375.0,4375.0,1.0,2.5,110.5,50.0,0.88,3.0,119,0,3
20000.0,92640.0,92640.0,1.0,6.0,100.0,75.67,4.63,2.43,62,0,3
3625.0,3618.0,3324.0,1.0,3.0,145.0,46.0,1.0,2.43,110,0,1
2502.0,1613.0,896.0,1.0,1.0,98.25,46.0,0.64,0.75,70,0,3
4800.0,3363.0,3363.0,1.0,2.5,100.0,51.0,0.7,0.75,87,0,3
7327.0,2112.0,1152.0,1.0,1.0,93.0,24.0,0.29,0.5,31,0,3
2808.0,1507.0,1096.0,1.0,2.0,50.0,18.0,0.54,0.5,90,0,1
2667.0,1932.0,1932.0,1.0,2.0,106.67,42.0,0.72,0.75,65,0,3
1983.0,1686.0,1686.0,1.0,2.0,100.0,45.0,0.85,2.43,100,0,3
2027.0,2280.0,2280.0,1.0,2.0,81.08,50.0,1.12,1.25,121,0,2
13660.0,50890.0,47890.0,1.0,5.0,102.42,102.0,3.73,6.02,97,0,4
3100.0,3217.0,3217.0,1.0,3.0,103.0,52.0,1.04,1.25,31,0,4
3230.0,2100.0,2100.0,1.0,2.0,95.0,50.0,0.65,0.75,55,0,3
1875.0,2280.0,2280.0,1.0,2.0,75.0,32.0,1.22,3.44,119,0,3
2856.0,5382.0,2372.0,1.0,2.0,57.11,50.0,1.88,6.02,16,0,0
1766.0,3150.0,3150.0,1.0,3.0,106.0,63.0,1.78,2.43,13,0,2
3987.0,1902.0,1902.0,1.0,2.0,108.5,45.7,0.48,0.5,19,0,4
5711.0,22370.0,22370.0,1.0,5.0,54.5,54.5,3.92,3.44,107,0,3
1500.0,1164.0,1164.0,1.0,1.5,60.0,44.0,0.78,1.25,119,0,2
2925.0,1400.0,1400.0,1.0,2.0,100.0,35.0,0.48,0.75,90,0,1
1547.0,1472.0,1472.0,1.0,2.0,80.0,37.0,0.95,0.75,89,0,4
2250.0,1390.0,1390.0,2.0,2.0,90.0,40.0,0.62,0.75,100,0,2
7500.0,34000.0,34000.0,1.0,5.0,75.0,75.0,4.53,3.44,96,0,1
16615.0,3113.0,0.0,1.0,1.0,82.46,150.0,0.19,0.0,58,0,1
9811.0,19400.0,0.0,1.0,2.0,100.57,100.0,1.98,4.2,89,0,4
3994.0,3178.0,3178.0,1.0,3.0,99.36,51.0,0.8,0.75,31,0,3
4300.0,1664.0,1664.0,2.0,2.0,100.0,26.0,0.39,0.5,85,0,3
6240.0,24933.0,24933.0,1.0,5.0,100.0,80.0,4.0,3.0,109,0,4
2500.0,2405.0,1850.0,1.0,2.5,100.0,37.0,0.96,0.75,80,0,4
2467.0,2394.0,1596.0,1.0,2.0,100.0,46.0,0.97,0.75,60,0,1
34143.0,13809.0,0.0,5.0,1.0,68.25,50.0,0.4,0.0,89,0,3
2225.0,3364.0,3364.0,1.0,3.0,100.0,54.0,1.51,0.75,45,0,3
5721.0,1960.0,1960.0,2.0,2.0,114.42,47.0,0.34,1.1,119,0,2
2785.0,930.0,930.0,2.0,1.5,111.42,45.0,0.33,0.5,95,0,1
2050.0,1597.0,1597.0,1.0,2.75,100.01,46.9,0.78,1.1,90,0,1
3300.0,1340.0,1340.0,2.0,1.75,100.0,33.0,0.41,0.75,90,0,3
2500.0,696.0,696.0,2.0,1.0,100.0,30.0,0.28,0.5,100,0,3
1800.0,1152.0,1152.0,1.0,2.0,100.0,32.0,0.64,0.5,70,0,0
5300.0,1800.0,900.0,2.0,2.0,112.33,30.0,0.34,0.5,60,0,3
5008.0,6728.0,6328.0,1.0,2.0,100.17,66.0,1.34,0.75,84,0,1
2500.0,3090.0,2470.0,1.0,2.0,100.0,54.0,1.24,2.43,90,0,3
3000.0,3166.0,3166.0,1.0,3.0,100.0,52.0,1.06,0.75,44,0,2
2626.0,2064.0,2064.0,1.0,2.0,104.0,48.0,0.79,0.75,110,0,3
3325.0,3240.0,3240.0,1.0,3.0,100.0,76.0,0.97,1.25,95,0,4
2917.0,2480.0,2480.0,2.0,2.0,100.0,62.0,0.85,0.5,90,0,3
5530.0,3661.0,0.0,1.0,1.0,79.5,73.0,0.66,0.5,16,0,3
2500.0,3750.0,2500.0,1.0,2.0,100.0,50.0,1.5,2.43,60,0,3
5000.0,27105.0,27105.0,1.0,5.0,100.0,90.0,5.42,2.43,90,0,0
1330.0,2320.0,2320.0,1.0,3.0,75.0,45.0,1.74,2.0,65,0,3
1800.0,1926.0,1224.0,1.0,2.0,100.0,34.0,1.07,0.5,65,0,3
5000.0,3366.0,2448.0,1.0,2.0,100.0,51.0,0.67,0.5,55,0,3
2500.0,2856.0,2856.0,2.0,2.0,100.0,68.0,1.14,0.75,95,0,1
4200.0,1680.0,1680.0,2.0,2.5,84.0,32.0,0.4,6.02,119,0,2
2250.0,2952.0,1968.0,1.0,2.0,90.0,50.0,1.31,0.75,100,0,3
5000.0,2500.0,1666.0,1.0,1.5,100.0,42.0,0.5,0.75,60,0,1
2721.0,1683.0,1683.0,2.0,2.75,103.0,35.0,0.62,1.25,105,0,4
2805.0,2337.0,1558.0,1.0,2.0,95.0,37.95,0.83,2.43,18,0,3
2500.0,3270.0,2180.0,1.0,2.0,100.0,50.0,1.31,1.25,119,0,2
5189.0,15300.0,15300.0,1.0,4.0,100.0,90.0,2.95,0.0,111,0,1
2500.0,3357.0,2238.0,1.0,2.0,100.0,51.0,1.34,1.25,100,0,2
3325.0,2076.0,2076.0,1.0,2.0,100.0,52.0,0.62,3.44,100,0,3
2408.0,3250.0,2600.0,1.0,2.0,96.33,67.5,1.35,3.44,100,0,4
2266.0,3170.0,3170.0,1.0,3.0,64.75,34.0,1.4,1.25,110,0,4
16932.0,60840.0,60840.0,1.0,5.0,157.0,157.0,3.59,3.44,109,0,3
2742.0,2360.0,1520.0,1.0,2.0,100.0,36.0,0.86,0.75,80,0,1
2575.0,2891.0,2335.0,1.0,2.5,103.0,55.0,1.12,0.5,90,0,3
1880.0,2140.0,2140.0,1.0,3.0,94.0,37.0,1.14,1.25,65,0,1
4451.0,2508.0,1672.0,1.0,2.0,100.0,38.0,0.56,3.44,110,0,1
2500.0,3321.0,3321.0,1.0,2.0,100.0,81.0,1.33,2.43,94,0,3
3058.0,2112.0,2112.0,2.0,3.0,61.17,35.0,0.69,1.1,105,0,3
5000.0,2226.0,1454.0,1.0,1.0,100.0,52.83,0.45,0.5,45,0,4
2375.0,3200.0,3200.0,1.0,2.0,95.01,80.0,1.35,1.1,95,0,4
2184.0,1848.0,0.0,1.0,2.0,97.71,42.0,0.85,5.0,89,0,3
2500.0,1520.0,760.0,1.0,1.0,100.0,38.0,0.61,0.5,105,0,1
1764.0,1836.0,1152.0,1.0,2.0,98.0,32.0,1.04,0.75,65,0,1
1900.0,2892.0,1928.0,1.0,2.0,76.0,50.0,1.52,2.43,110,0,4
18930.0,73640.0,72455.0,1.0,8.0,80.0,80.0,3.89,3.44,20,0,4
2500.0,3240.0,3240.0,1.0,3.0,100.0,54.0,1.3,3.44,121,0,3
2033.0,2400.0,2400.0,1.0,3.0,100.0,40.0,1.18,1.25,23,0,3
2375.0,1328.0,1328.0,1.0,2.0,95.0,37.0,0.56,0.5,90,0,3
4472.0,22320.0,22320.0,6.0,8.0,137.0,80.0,4.99,6.02,3,0,4
8842.0,3200.0,0.0,1.0,1.0,120.0,0.0,0.36,4.2,14,0,3
1751.0,2700.0,2700.0,1.0,3.0,68.66,36.0,1.54,3.0,28,0,3
2500.0,1316.0,1316.0,2.0,2.0,100.0,36.0,0.53,0.75,100,0,2
17750.0,135870.0,128000.0,1.0,11.0,125.0,115.0,7.65,6.02,72,0,1
17255.0,101020.0,100520.0,1.0,6.0,118.73,118.0,5.85,6.02,80,0,3
7500.0,7500.0,0.0,1.0,1.0,100.0,100.0,1.0,2.0,99,0,3
3532.0,2700.0,1924.0,1.0,2.5,112.42,38.0,0.76,0.5,80,0,3
2498.0,2394.0,2394.0,1.0,3.0,130.0,42.0,0.96,2.43,25,0,3
24995.0,135886.0,0.0,1.0,6.0,201.36,0.0,5.44,3.0,8,0,3
6349.0,6200.0,0.0,1.0,1.0,113.58,113.58,0.98,4.0,89,0,3
1546.0,1290.0,1290.0,1.0,2.0,65.61,45.0,0.83,0.75,13,0,3
1518.0,3088.0,2120.0,1.0,3.0,92.0,36.0,2.03,2.43,119,0,2
1808.0,1782.0,1296.0,1.0,2.0,100.0,36.0,0.99,0.75,85,0,4
6900.0,2112.0,1140.0,2.0,1.0,100.0,24.0,0.31,0.5,32,0,4
2500.0,3375.0,3375.0,1.0,3.0,100.0,45.0,1.35,3.44,21,0,2
2500.0,3864.0,2576.0,1.0,2.0,100.0,55.0,1.55,3.44,119,0,3
2200.0,1475.0,800.0,1.0,1.0,100.0,46.0,0.67,0.75,65,0,3
1495.0,1908.0,1908.0,1.0,2.0,85.42,58.0,1.28,3.44,119,0,2
1945.0,2205.0,2205.0,1.0,3.0,92.98,35.0,1.13,3.44,28,0,4
1744.0,2583.0,2583.0,1.0,3.0,95.36,50.0,1.48,0.75,16,0,4
2500.0,1494.0,824.0,1.0,1.0,100.0,46.0,0.6,0.75,65,0,4
1380.0,1985.0,1400.0,1.0,2.0,60.0,35.0,1.44,2.43,70,0,3
15000.0,63000.0,63000.0,1.0,6.0,154.75,130.0,4.2,3.0,83,0,3
3333.0,2692.0,2692.0,1.0,2.0,111.08,66.0,0.81,3.44,100,0,3
2500.0,4152.0,3020.0,1.0,2.0,100.0,74.0,1.66,3.44,85,0,3
2500.0,3000.0,3000.0,1.0,2.5,100.0,55.0,1.2,1.35,119,0,3
2167.0,2582.0,1684.0,2.0,2.0,100.0,47.0,1.19,0.75,100,0,4
3167.0,3430.0,3430.0,1.0,3.0,100.0,52.0,1.08,1.25,45,0,3
2500.0,1870.0,1870.0,1.0,2.0,100.0,53.0,0.75,1.25,15,0,3
2467.0,2128.0,2128.0,1.0,2.0,100.0,52.0,0.86,1.25,119,0,0
5000.0,2952.0,2952.0,2.0,2.0,100.0,41.0,0.59,0.75,110,0,2
