lotarea,bldgarea,resarea,numbldgs,numfloors,lotdepth,bldgdepth,builtfar,residfar,year,status,complaint
2287.0,2800.0,2800.0,1.0,3.0,103.17,50.0,1.22,1.25,55,0,2
5000.0,17640.0,17640.0,1.0,5.0,100.0,88.0,3.53,6.02,97,0,0
20000.0,20000.0,0.0,1.0,1.0,200.0,200.0,1.0,0.0,85,0,0
5000.0,2354.0,2094.0,2.0,2.5,100.0,45.0,0.47,0.75,124,0,0
2375.0,1440.0,1440.0,1.0,2.0,95.0,33.0,0.61,1.25,100,0,0
1679.0,2661.0,2661.0,1.0,3.0,85.0,47.97,1.58,2.43,12,0,0
2500.0,2720.0,2720.0,1.0,2.0,100.0,68.0,1.09,2.43,90,0,0
2375.0,1760.0,1760.0,1.0,2.0,95.0,44.0,0.74,1.1,100,0,0
2084.0,4500.0,4500.0,1.0,3.0,83.36,60.0,2.16,2.43,16,0,0
2923.0,1220.0,1220.0,2.0,2.0,97.42,38.0,0.42,0.75,95,0,0
5000.0,2932.0,2932.0,1.0,2.5,100.0,38.0,0.59,0.75,105,0,0
2352.0,1685.0,1152.0,1.0,2.0,102.25,32.0,0.72,0.5,65,0,0
1800.0,1566.0,1080.0,1.0,2.0,100.0,36.0,0.87,2.43,60,0,0
12000.0,9600.0,0.0,1.0,1.0,100.0,80.0,0.8,0.0,33,0,0
2500.0,2500.0,0.0,1.0,1.0,100.0,100.0,1.0,4.0,31,0,0
5000.0,1564.0,1564.0,1.0,1.67,100.0,30.0,0.31,0.5,70,0,0
1726.0,2122.0,2122.0,1.0,3.0,95.0,35.0,1.23,0.75,60,0,0
3700.0,1200.0,1200.0,2.0,1.5,82.75,33.0,0.32,0.75,95,0,0
6500.0,22395.0,22395.0,1.0,5.0,97.42,85.0,3.45,2.43,90,0,0
4500.0,18837.0,18837.0,1.0,5.0,90.0,81.0,4.19,2.43,120,0,0
4000.0,19051.0,18112.0,1.0,6.0,100.0,90.0,4.76,2.43,120,0,0
10332.0,6000.0,0.0,1.0,1.0,100.0,60.0,0.58,0.0,62,0,0
2500.0,1944.0,1296.0,1.0,2.5,100.0,43.0,0.78,0.75,70,0,0
3058.0,4977.0,4977.0,1.0,4.0,100.0,55.0,1.63,0.0,14,0,0
2332.0,1412.0,1412.0,1.0,2.0,107.0,46.0,0.61,0.75,80,0,0
2180.0,1690.0,1690.0,1.0,3.0,114.32,35.0,0.78,1.25,65,0,0
2600.0,1600.0,1600.0,1.0,2.0,100.0,40.0,0.62,0.75,85,0,0
2408.0,2394.0,2394.0,1.0,2.0,100.0,57.0,0.99,3.44,119,0,0
3219.0,3696.0,3696.0,1.0,3.0,134.25,54.0,1.15,1.25,48,0,0
1728.0,2748.0,2748.0,1.0,3.0,93.0,59.0,1.59,2.43,119,0,0
2500.0,2625.0,2625.0,1.0,2.5,100.0,50.0,1.05,0.0,121,0,0
4750.0,1560.0,1560.0,2.0,2.0,95.0,25.0,0.33,1.1,100,0,0
2500.0,2226.0,2226.0,1.0,2.0,100.0,53.0,0.89,1.35,110,0,0
5000.0,394.0,394.0,1.0,1.0,100.0,18.0,0.08,0.75,85,0,0
63200.0,92000.0,0.0,1.0,5.0,200.67,92.0,1.46,2.43,95,0,0
9296.0,49600.0,49600.0,1.0,6.0,100.5,100.0,5.34,0.0,91,0,0
2060.0,1680.0,1680.0,1.0,2.0,103.08,42.0,0.82,0.75,33,0,0
5844.0,22695.0,22695.0,1.0,5.0,99.97,89.0,3.88,3.44,109,0,0
2400.0,1360.0,1360.0,1.0,2.0,100.42,40.0,0.57,0.75,100,0,0
10000.0,37500.0,37500.0,1.0,5.0,100.0,90.0,3.75,6.02,96,0,0
10500.0,45360.0,45360.0,1.0,6.0,100.0,84.0,4.32,3.44,79,0,0
1425.0,4095.0,2670.0,1.0,2.0,95.0,95.0,2.87,1.25,100,0,0
2125.0,3654.0,3654.0,1.0,3.0,101.17,60.0,1.72,1.25,119,0,0
12943.0,54200.0,53200.0,1.0,5.0,123.17,113.0,4.19,6.02,97,0,0
2052.0,1900.0,1200.0,1.0,2.0,82.08,35.0,0.93,0.75,95,0,0
9500.0,8013.0,0.0,1.0,1.0,95.0,90.0,0.84,6.02,120,0,0
1707.0,3995.0,3995.0,1.0,4.0,87.16,51.0,2.34,3.44,17,0,3
5000.0,2657.0,2657.0,2.0,2.5,100.0,39.0,0.53,2.43,119,0,2
2500.0,3200.0,3200.0,1.0,2.0,100.0,80.0,1.28,2.43,93,0,3
9435.0,50000.0,50000.0,1.0,6.0,105.67,95.0,5.3,3.44,79,0,0
9190.0,3136.0,3136.0,1.0,2.0,48.93,50.0,0.34,0.5,28,0,0
3504.0,2540.0,2540.0,1.0,2.5,140.17,38.0,0.72,3.44,121,1,4
111672.0,23393.0,0.0,3.0,2.0,206.15,60.0,0.21,0.0,53,0,0
2643.0,1630.0,1630.0,1.0,3.0,108.25,36.0,0.62,1.25,60,0,0
2000.0,2198.0,2198.0,1.0,2.0,100.0,58.0,1.1,3.44,100,0,0
1404.0,1080.0,1080.0,1.0,2.0,78.0,30.0,0.77,1.25,60,0,0
1967.0,1612.0,1140.0,1.0,2.0,100.0,37.0,0.82,1.25,60,0,0
2525.0,1317.0,1317.0,1.0,2.5,100.0,30.0,0.52,0.75,100,0,0
2964.0,13685.0,12685.0,1.0,5.0,100.25,95.0,4.62,3.44,95,0,0
2450.0,1852.0,1368.0,1.0,2.0,100.0,32.0,0.76,0.75,65,0,0
62381.0,24700.0,0.0,1.0,2.0,260.75,97.08,0.4,1.25,21,0,0
3040.0,3100.0,3100.0,1.0,3.0,95.0,50.0,1.02,1.25,50,0,0
7653.0,33000.0,31800.0,1.0,5.0,100.0,88.0,4.31,3.44,103,1,4
3663.0,5616.0,5616.0,1.0,3.0,110.17,72.0,1.53,0.75,93,0,0
1766.0,1926.0,1926.0,1.0,2.0,80.25,50.0,1.09,0.75,110,0,0
2430.0,1620.0,1296.0,1.0,2.0,90.0,36.0,0.67,0.5,50,0,0
2400.0,3345.0,2788.0,1.0,2.5,100.0,53.0,1.39,0.75,85,0,0
15000.0,51600.0,51600.0,1.0,6.0,100.0,64.0,3.44,3.44,23,0,0
2940.0,12675.0,12675.0,1.0,5.0,90.0,78.0,4.31,2.43,107,0,0
2571.0,1830.0,1830.0,1.0,2.5,110.84,45.0,0.71,1.1,119,0,0
39117.0,2070.0,0.0,1.0,2.0,166.87,45.0,0.05,0.0,77,0,0
7073.0,4217.0,2361.0,1.0,2.0,145.33,39.0,0.6,0.5,95,0,0
2634.0,1638.0,1638.0,1.0,2.0,73.0,41.1,0.62,0.75,13,0,0
2867.0,2805.0,2200.0,1.0,2.0,114.67,50.0,0.98,1.25,70,0,0
3591.0,3591.0,0.0,1.0,1.0,133.33,60.0,1.0,0.0,25,0,0
2375.0,1496.0,1496.0,1.0,2.0,95.0,41.0,0.63,0.75,95,0,0
3417.0,2428.0,1728.0,1.0,2.0,100.0,36.0,0.71,0.5,60,0,0
2321.0,2782.0,2184.0,1.0,2.0,98.42,52.0,1.2,0.75,65,0,0
2325.0,1295.0,1295.0,2.0,2.0,75.67,38.0,0.56,0.75,100,0,0
2700.0,1360.0,1360.0,1.0,2.5,95.0,34.0,0.5,0.75,90,1,2
5000.0,1722.0,1722.0,3.0,2.5,100.0,28.0,0.34,1.1,95,0,0
2500.0,2381.0,0.0,1.0,1.0,100.0,66.0,0.95,0.75,89,0,0
4750.0,1264.0,1264.0,2.0,2.0,95.0,30.0,0.27,0.75,95,0,0
82237.0,74846.0,0.0,2.0,3.0,235.82,130.0,0.91,0.75,90,0,0
37000.0,127800.0,127800.0,1.0,8.0,290.08,120.0,3.45,0.75,49,0,0
2500.0,2113.0,2113.0,1.0,2.75,100.0,39.0,0.85,0.75,105,0,0
2375.0,1320.0,1320.0,1.0,2.0,95.0,30.0,0.56,0.75,95,0,0
2250.0,1422.0,1422.0,1.0,2.0,90.0,39.0,0.63,0.5,90,0,0
4261.0,2616.0,1992.0,1.0,2.0,117.0,64.42,0.61,0.5,65,0,0
3510.0,2339.0,1541.0,1.0,1.67,78.25,38.0,0.67,0.5,65,0,0
6526.0,1576.0,1576.0,2.0,2.5,143.58,28.0,0.24,0.5,95,0,0
2525.0,1280.0,1280.0,2.0,2.0,101.0,42.0,0.51,1.1,105,0,0
3100.0,3024.0,2268.0,1.0,3.0,100.0,36.0,0.98,0.5,70,0,0
2514.0,1368.0,1368.0,1.0,2.0,110.08,36.0,0.54,3.44,80,0,0
10000.0,17820.0,13392.0,1.0,3.0,100.0,52.0,1.78,0.75,6,0,0
1800.0,1890.0,1890.0,1.0,3.0,100.0,35.0,1.05,0.75,70,0,0
974.0,1040.0,1040.0,1.0,2.0,42.33,32.0,1.07,2.43,119,0,0
3750.0,2233.0,2233.0,2.0,2.5,100.0,47.0,0.6,0.5,80,0,0
2500.0,1940.0,1440.0,1.0,2.0,100.0,36.0,0.78,2.43,70,0,0
6158.0,16000.0,16000.0,1.0,4.0,123.17,80.0,2.6,6.02,107,0,0
1141.0,1573.0,1573.0,1.0,3.0,53.07,30.0,1.38,1.25,13,0,0
2500.0,1392.0,1392.0,1.0,2.0,100.0,40.0,0.56,3.44,95,0,2
2500.0,3600.0,3600.0,2.0,3.0,100.0,53.0,1.44,4.0,70,0,3
5000.0,1152.0,1152.0,2.0,2.0,100.0,36.0,0.23,0.75,90,0,0
9996.0,1860.0,1860.0,2.0,2.0,176.5,30.0,0.19,0.5,80,0,0
2790.0,2680.0,1920.0,1.0,2.0,93.0,48.0,0.96,1.25,32,0,0
19340.0,91617.0,85617.0,1.0,6.0,98.35,172.17,4.74,6.02,84,0,0
39086.0,34445.0,34445.0,2.0,3.0,320.0,46.0,0.88,2.43,34,0,0
2635.0,2475.0,1980.0,1.0,2.0,108.0,59.0,0.94,0.75,85,0,0
2452.0,1066.0,1066.0,2.0,2.0,97.42,34.0,0.43,0.75,95,0,0
2925.0,2180.0,2180.0,1.0,2.0,116.42,58.0,0.75,0.5,60,0,0
3382.0,4050.0,4050.0,1.0,3.0,89.17,50.0,1.2,3.0,32,0,0
5000.0,2360.0,2360.0,2.0,2.0,100.0,59.0,0.47,0.75,100,0,0
2467.0,2604.0,2604.0,1.0,2.0,100.0,62.0,1.06,2.43,90,0,0
1920.0,1558.0,1558.0,1.0,3.0,108.67,36.0,0.81,1.25,55,0,0
3125.0,2142.0,2142.0,1.0,2.0,100.0,51.0,0.69,0.5,60,1,2
5000.0,3875.0,3875.0,2.0,3.0,100.0,45.0,0.78,0.5,31,0,0
3171.0,2436.0,2436.0,1.0,2.0,109.33,58.0,0.77,0.75,14,1,4
16155.0,19000.0,0.0,1.0,2.0,178.65,158.0,1.18,0.0,54,0,0
141869.0,143895.0,0.0,2.0,3.0,202.42,181.0,1.01,2.43,68,1,3
1364.0,1312.0,1312.0,1.0,2.0,82.67,45.0,0.96,3.44,119,1,4
10580.0,22387.0,11193.0,1.0,2.0,107.27,112.0,2.12,3.44,19,0,0
1452.0,1528.0,1528.0,1.0,3.0,80.67,32.0,1.05,0.75,65,0,0
5897.0,5818.0,0.0,1.0,3.0,155.96,50.67,0.99,2.43,95,1,3
2500.0,2200.0,1400.0,1.0,2.0,100.0,40.0,0.88,0.75,65,0,0
2500.0,1494.0,1494.0,2.0,2.0,100.0,44.0,0.6,0.5,95,0,0
2500.0,1140.0,1140.0,1.0,2.0,100.0,25.0,0.46,0.5,90,0,0
2500.0,2300.0,2300.0,1.0,2.0,100.0,57.0,0.92,1.1,100,1,1
2731.0,2469.0,1646.0,1.0,2.0,102.6,41.6,0.9,0.5,18,0,0
2700.0,2241.0,1460.0,2.0,2.0,100.0,35.0,0.83,1.35,100,0,0
5000.0,2568.0,2568.0,2.0,2.0,100.0,59.5,0.51,0.75,95,0,0
3750.0,756.0,756.0,1.0,1.0,150.0,35.0,0.2,0.5,100,0,0
3125.0,920.0,920.0,1.0,1.5,125.0,40.0,0.29,0.5,100,0,0
2500.0,3060.0,3060.0,1.0,3.0,100.0,60.0,1.22,0.75,15,0,0
1800.0,3135.0,3135.0,1.0,3.0,93.5,55.0,1.74,3.44,121,0,0
2500.0,2228.0,2228.0,1.0,2.5,100.0,50.0,0.89,0.5,100,0,0
3500.0,1432.0,1432.0,2.0,2.0,100.0,37.0,0.41,0.75,89,0,0
3248.0,1976.0,1976.0,1.0,2.0,112.0,49.0,0.61,0.5,16,0,0
2638.0,1600.0,1600.0,2.0,2.0,105.5,40.0,0.61,0.75,90,0,0
1600.0,1496.0,1088.0,1.0,2.0,100.0,34.0,0.94,0.75,65,0,0
1621.0,1485.0,1188.0,1.0,2.0,88.0,33.67,0.92,0.75,80,0,0
5000.0,1530.0,1530.0,2.0,2.0,100.0,35.0,0.31,0.5,80,0,0
2880.0,1992.0,1992.0,1.0,2.0,152.67,49.0,0.69,3.44,29,0,0
2700.0,2991.0,2991.0,1.0,2.0,90.0,61.0,1.11,3.44,119,0,0
3100.0,2440.0,1840.0,2.0,2.0,100.0,46.0,0.79,1.25,105,0,0
16062.0,10183.0,0.0,1.0,1.0,77.08,40.0,0.63,6.02,89,0,0
2750.0,3000.0,1400.0,1.0,2.0,76.57,45.0,1.09,2.43,85,0,0
2750.0,1909.0,1909.0,2.0,2.0,110.0,54.5,0.69,0.5,2,0,0
2575.0,2310.0,2310.0,2.0,2.0,103.0,55.0,0.9,0.5,95,0,0
10170.0,33600.0,32600.0,1.0,4.0,124.0,114.0,3.3,1.25,100,0,0
1711.0,1360.0,1360.0,1.0,2.0,80.72,34.0,0.79,1.25,55,0,0
2500.0,2480.0,1680.0,1.0,1.75,100.0,60.0,0.99,1.25,95,0,0
5000.0,1544.0,1544.0,3.0,2.0,100.0,24.0,0.31,0.75,110,0,0
2500.0,1164.0,1164.0,1.0,2.0,50.0,27.0,0.47,0.75,80,0,0
4078.0,3101.0,3101.0,1.0,2.75,109.0,38.0,0.76,0.75,90,0,0
13340.0,56388.0,56388.0,1.0,5.0,116.17,106.0,4.23,2.43,98,0,0
1164.0,1040.0,0.0,1.0,1.0,19.42,19.08,0.89,2.43,68,0,0
2500.0,3903.0,2602.0,2.0,2.0,100.0,55.0,1.56,3.44,90,0,0
3883.0,3016.0,0.0,2.0,2.0,71.25,49.0,0.78,0.0,50,0,0
2550.0,3229.0,2612.0,1.0,2.0,102.0,65.0,1.27,0.75,100,0,2
5000.0,3420.0,2736.0,1.0,2.0,100.0,38.0,0.68,0.75,85,0,0
6232.0,6221.0,0.0,1.0,1.0,100.68,100.68,1.0,3.44,90,0,0
1900.0,1732.0,1260.0,1.0,2.0,95.0,35.0,0.91,1.25,85,0,0
3000.0,1600.0,1600.0,2.0,2.0,100.0,40.0,0.53,0.75,95,0,0
2825.0,2700.0,2700.0,1.0,3.0,100.0,50.0,0.96,1.25,45,0,0
5000.0,6712.0,6712.0,1.0,4.0,100.0,78.0,1.34,3.44,89,0,0
2415.0,1944.0,1296.0,1.0,2.0,106.58,36.0,0.8,0.75,60,0,0
4200.0,17088.0,17088.0,1.0,5.0,100.0,88.0,4.07,2.43,114,0,0
2627.0,1600.0,1600.0,2.0,2.0,104.75,40.0,0.61,0.75,95,0,0
3240.0,1995.0,1995.0,1.0,2.0,56.82,23.0,0.62,0.75,14,0,2
1770.0,1998.0,1998.0,1.0,3.0,98.33,35.0,1.13,0.75,65,0,0
750.0,1788.0,1788.0,1.0,2.0,75.0,38.0,2.38,0.75,97,0,0
14850.0,67000.0,64000.0,1.0,6.0,86.75,61.33,4.51,3.44,58,0,0
32500.0,128000.0,0.0,5.0,6.0,200.0,200.0,3.94,0.0,89,0,0
6709.0,3963.0,2895.0,2.0,2.75,103.17,49.0,0.59,1.1,110,0,0
2375.0,3135.0,2090.0,1.0,2.0,95.0,60.0,1.32,0.75,95,0,0
2508.0,2184.0,2184.0,1.0,2.0,100.33,48.0,0.87,1.25,119,0,0
2500.0,2940.0,2940.0,1.0,2.0,100.0,70.0,1.18,2.43,90,0,0
3279.0,2390.0,1616.0,1.0,2.0,92.99,36.0,0.73,2.43,119,0,0
3542.0,1694.0,1694.0,1.0,2.0,100.0,40.0,0.48,0.5,2,0,2
2170.0,1589.0,1589.0,1.0,2.0,70.21,38.06,0.73,0.75,16,0,0
3813.0,1966.0,1966.0,3.0,2.5,114.67,36.0,0.52,1.1,100,0,0
3537.0,1760.0,1760.0,1.0,2.0,130.67,50.0,0.5,0.5,60,0,0
1942.0,2256.0,1504.0,1.0,2.0,114.25,40.0,1.16,1.25,119,0,0
5000.0,4168.0,4168.0,1.0,3.0,100.0,52.0,0.83,0.5,32,0,0
2017.0,1648.0,1648.0,1.0,3.0,83.32,28.0,0.82,2.0,70,0,0
2400.0,2210.0,2210.0,1.0,2.0,96.0,50.0,0.92,0.0,121,0,0
2500.0,2064.0,2064.0,1.0,2.0,100.0,46.0,0.83,1.25,100,0,2
3742.0,1400.0,1400.0,2.0,2.0,100.0,36.0,0.37,0.75,85,0,0
2195.0,1340.0,1340.0,2.0,2.0,114.0,36.0,0.61,1.25,85,0,0
1756.0,3720.0,2150.0,1.0,3.0,70.25,67.0,2.12,2.43,89,0,0
5500.0,2612.0,1952.0,1.0,2.0,83.25,24.67,0.47,1.25,60,0,0
2800.0,1758.0,1152.0,1.0,2.0,100.0,36.0,0.63,0.75,70,0,0
9006.0,39157.0,39157.0,1.0,5.0,103.33,87.0,4.35,2.43,93,0,0
2673.0,2236.0,2236.0,1.0,3.0,114.31,66.25,0.84,1.25,17,0,0
2519.0,3580.0,2541.0,1.0,2.0,100.42,55.0,1.42,2.43,85,0,0
2375.0,2178.0,1452.0,1.0,2.0,95.0,24.0,0.92,1.25,110,0,0
7227.0,15110.0,0.0,1.0,2.0,114.45,83.0,2.09,3.44,100,0,0
2500.0,2358.0,2358.0,1.0,2.0,100.0,55.0,0.94,3.44,121,0,0
10976.0,5066.0,0.0,1.0,1.0,112.08,101.33,0.46,1.25,90,0,0
3100.0,2300.0,2300.0,1.0,2.0,100.0,50.0,0.74,0.5,40,0,0
3425.0,15022.0,11022.0,1.0,5.0,100.0,95.0,4.39,3.44,89,0,0
1381.0,2360.0,2360.0,1.0,3.0,82.76,48.33,1.71,3.44,57,0,0
1615.0,1832.0,1832.0,1.0,3.0,95.0,32.0,1.13,0.75,70,0,0
3100.0,3354.0,3354.0,1.0,3.0,100.0,52.0,1.08,0.75,20,0,0
5283.0,2194.0,2194.0,1.0,2.5,114.31,38.0,0.42,1.25,121,0,0
3651.0,2575.0,2575.0,1.0,2.5,147.5,49.0,0.71,0.5,90,0,0
2625.0,1802.0,1202.0,1.0,1.67,105.0,40.0,0.69,0.75,70,0,0
3040.0,3232.0,3232.0,1.0,3.0,95.0,47.42,1.06,1.25,50,0,0
1893.0,1320.0,1320.0,1.0,2.0,94.67,33.0,0.7,3.44,35,0,0
2920.0,2340.0,2340.0,1.0,3.0,90.0,39.0,0.8,2.43,18,0,0
5493.0,33399.0,30988.0,2.0,8.0,100.0,70.0,6.08,6.02,2,0,0
5000.0,22086.0,20436.0,1.0,6.0,100.0,59.67,4.42,4.0,56,0,0
2575.0,1442.0,1442.0,1.0,2.0,103.0,35.0,0.56,1.25,110,0,0
2242.0,3690.0,3690.0,1.0,3.0,100.0,51.42,1.65,2.43,40,0,0
3500.0,1834.0,1834.0,1.0,2.0,100.0,34.0,0.52,0.5,90,0,0
3120.0,1584.0,1152.0,1.0,2.0,103.67,32.0,0.51,0.5,60,0,0
2370.0,2700.0,2700.0,1.0,2.5,91.08,40.0,1.14,0.75,95,0,0
1659.0,1411.0,1411.0,1.0,2.5,73.75,32.0,0.85,1.1,105,0,0
2575.0,2180.0,1680.0,1.0,2.0,103.0,42.0,0.85,1.25,70,0,0
2500.0,2228.0,1728.0,1.0,2.0,100.0,34.0,0.89,0.5,90,0,2
2553.0,3955.0,3084.0,1.0,2.0,85.08,61.0,1.55,1.25,100,0,0
2438.0,2016.0,2016.0,1.0,2.0,94.84,48.0,0.83,3.44,100,0,2
2095.0,1690.0,1690.0,1.0,3.0,114.25,35.0,0.81,1.25,60,0,0
2250.0,2903.0,1898.0,2.0,2.0,90.0,51.83,1.29,0.75,100,0,0
2342.0,1216.0,1216.0,1.0,2.0,100.0,32.0,0.52,0.75,73,0,0
1530.0,1920.0,1264.0,1.0,2.0,91.85,36.0,1.25,2.43,119,0,0
2500.0,4625.0,0.0,1.0,2.0,100.0,100.0,1.85,0.0,72,0,0
11528.0,51233.0,47860.0,1.0,8.0,100.0,70.0,4.44,3.44,4,0,0
2500.0,1794.0,1212.0,1.0,2.0,100.0,35.42,0.72,0.75,63,0,0
2900.0,5400.0,5400.0,1.0,3.0,117.67,72.0,1.86,0.75,89,0,0
5000.0,25254.0,22754.0,1.0,6.0,100.0,90.0,5.05,3.44,95,0,0
4000.0,1826.0,1826.0,1.0,2.0,100.0,27.0,0.46,0.75,105,0,0
3660.0,4232.0,0.0,1.0,1.0,96.25,44.0,1.16,0.0,51,0,0
23972.0,1200.0,0.0,1.0,1.0,100.0,25.0,0.05,0.0,22,0,0
990.0,1648.0,1648.0,1.0,3.0,45.0,28.0,1.66,1.25,50,0,0
7546.0,7500.0,0.0,1.0,1.0,168.88,168.67,0.99,4.0,34,0,0
2000.0,2227.0,1620.0,1.0,2.0,80.0,30.0,1.11,1.25,119,0,0
3870.0,2115.0,2115.0,1.0,2.5,90.0,40.0,0.55,2.43,110,0,0
1967.0,2223.0,1406.0,1.0,2.0,100.0,37.0,1.13,2.43,70,0,0
2500.0,3852.0,3852.0,3.0,2.0,100.0,67.0,1.54,1.25,96,0,0
1708.0,1404.0,1404.0,1.0,2.0,100.0,45.0,0.82,2.43,100,0,0
2500.0,1720.0,1720.0,1.0,2.0,100.0,48.0,0.69,0.75,65,0,0
5000.0,6308.0,0.0,1.0,2.0,100.0,83.0,1.26,2.43,109,0,0
6000.0,2664.0,2664.0,1.0,2.0,79.82,50.0,0.44,3.44,121,0,0
2383.0,3237.0,3237.0,1.0,3.0,117.67,55.0,1.36,2.43,100,0,0
2500.0,2500.0,0.0,1.0,1.0,100.0,100.0,1.0,3.44,91,0,0
5008.0,1280.0,1280.0,2.0,2.0,100.0,32.0,0.26,0.75,110,0,0
3742.0,2294.0,1634.0,1.0,1.67,100.0,52.0,0.61,0.5,65,1,2
2266.0,1782.0,1296.0,1.0,2.0,100.0,36.0,0.79,0.75,60,0,0
16525.0,2360.0,0.0,1.0,1.0,177.5,59.0,0.14,0.0,71,0,0
2500.0,1506.0,1506.0,1.0,2.0,100.0,33.0,0.6,1.35,105,0,0
1733.0,1264.0,1264.0,2.0,2.0,90.0,36.0,0.73,0.75,90,0,0
2549.0,2180.0,1680.0,1.0,2.0,103.0,42.0,0.86,1.25,70,0,0
5800.0,2270.0,2270.0,2.0,2.5,145.0,42.0,0.39,2.43,119,0,0
2100.0,1480.0,1480.0,1.0,2.5,100.0,40.0,0.7,0.5,80,0,0
3638.0,2386.0,1680.0,2.0,2.0,109.42,38.0,0.66,0.75,90,0,0
1854.0,1152.0,1152.0,1.0,2.0,103.0,32.0,0.62,1.25,70,0,0
3553.0,11960.0,11960.0,1.0,5.0,98.0,86.0,3.37,2.43,116,0,0
1800.0,1586.0,1224.0,1.0,2.0,100.0,34.0,0.88,0.5,64,0,0
4142.0,4119.0,4119.0,1.0,3.0,100.0,48.0,0.99,0.5,31,0,0
5000.0,5000.0,0.0,1.0,1.0,100.0,30.0,1.0,0.0,89,0,0
2860.0,1384.0,1384.0,1.0,2.0,114.42,26.0,0.48,0.75,121,0,2
1200.0,1188.0,1188.0,1.0,2.0,30.0,27.0,0.99,1.25,95,0,0
2735.0,2520.0,2520.0,1.0,3.0,109.42,40.0,0.92,0.75,85,0,1
1634.0,1831.0,1332.0,1.0,2.0,104.25,37.0,1.12,0.75,65,0,2
4600.0,2134.0,1342.0,1.0,1.5,100.0,42.0,0.46,0.5,65,0,1
5121.0,2652.0,1768.0,1.0,2.0,100.08,26.0,0.52,0.5,75,0,0
8250.0,31716.0,30316.0,1.0,5.0,100.0,88.0,3.84,3.44,103,0,2
16745.0,18178.0,0.0,1.0,2.0,98.98,60.0,1.09,1.1,69,0,0
1522.0,3300.0,3300.0,1.0,3.0,76.08,55.0,2.17,2.43,119,0,0
2010.0,5808.0,0.0,1.0,3.0,80.4,60.5,2.89,3.44,13,0,0
2590.0,2270.0,2270.0,1.0,3.0,89.03,41.5,0.88,0.75,22,0,0
3045.0,4176.0,3132.0,1.0,3.0,119.42,50.0,1.37,2.43,119,0,0
2500.0,4176.0,4176.0,1.0,3.0,100.0,55.0,1.67,3.44,110,0,0
2458.0,2524.0,2524.0,1.0,2.0,98.33,50.48,1.03,1.25,10,0,0
3200.0,4896.0,0.0,1.0,3.0,100.0,68.0,1.53,3.44,95,0,0
43352.0,311480.0,0.0,1.0,6.0,193.33,0.0,7.18,4.2,9,0,0
2380.0,1296.0,1296.0,1.0,2.0,85.0,36.5,0.54,0.5,65,0,0
2500.0,2639.0,1519.0,1.0,2.0,100.0,56.0,1.06,2.43,110,0,0
1936.0,1225.0,0.0,1.0,1.0,80.2,21.0,0.63,2.43,89,0,0
2356.0,5128.0,5128.0,1.0,4.0,81.47,42.0,2.18,2.43,16,0,0
1035.0,1966.0,1000.0,1.0,2.0,69.33,69.33,1.9,3.44,96,0,0
2303.0,1920.0,1280.0,1.0,2.0,103.5,40.0,0.83,0.75,75,0,0
2500.0,2420.0,1760.0,2.0,2.0,100.0,46.0,0.97,3.0,105,0,0
2375.0,4464.0,4464.0,2.0,3.0,95.0,62.0,1.88,1.1,94,0,0
2500.0,1920.0,1920.0,1.0,2.0,100.0,29.0,0.77,0.75,100,0,1
2500.0,1120.0,1120.0,2.0,2.0,100.0,35.0,0.45,0.5,80,0,0
1992.0,2745.0,2745.0,1.0,3.0,100.0,50.75,1.38,1.25,45,0,0
1127.0,2139.0,0.0,1.0,3.0,70.42,42.0,1.9,2.43,138,0,0
2000.0,5284.0,5284.0,1.0,4.0,100.0,68.0,2.64,6.02,97,0,0
2500.0,1440.0,1440.0,2.0,2.0,100.0,28.0,0.58,0.75,110,0,0
6200.0,3092.0,3092.0,1.0,2.0,100.0,51.0,0.5,0.5,14,0,0
2625.0,1728.0,1152.0,2.0,2.0,105.0,32.0,0.66,0.75,95,0,0
10500.0,7035.0,0.0,1.0,1.0,100.0,60.0,0.67,2.43,70,0,0
1320.0,1520.0,1520.0,1.0,2.0,80.0,45.0,1.15,3.44,121,0,0
2000.0,3000.0,3000.0,1.0,3.0,100.08,50.0,1.5,3.44,26,0,0
3403.0,2970.0,2420.0,1.0,2.5,100.08,51.0,0.87,0.75,80,0,3
19150.0,16760.0,0.0,2.0,1.0,127.67,30.0,0.88,0.75,60,0,3
2083.0,3600.0,3600.0,1.0,3.0,100.0,52.0,1.73,2.43,14,0,2
2500.0,4750.0,0.0,1.0,2.0,100.0,95.0,1.9,0.0,100,0,0
1858.0,1578.0,1578.0,1.0,2.0,100.0,29.0,0.85,2.43,100,0,4
7000.0,8364.0,0.0,1.0,2.0,100.0,82.0,1.19,2.43,49,0,4
6177.0,1596.0,0.0,1.0,2.0,125.0,38.0,0.26,6.02,89,0,3
13779.0,50411.0,50411.0,1.0,6.0,123.58,96.0,3.66,3.44,14,0,4
6000.0,3045.0,3045.0,1.0,2.5,100.0,46.0,0.51,0.75,95,0,0
2500.0,675.0,675.0,1.0,1.0,100.0,42.0,0.27,0.5,95,1,1
5010.0,4998.0,0.0,1.0,1.0,100.0,100.0,1.0,3.44,89,0,0
3745.0,3000.0,3000.0,1.0,2.0,100.08,55.0,0.8,0.75,105,1,1
18690.0,81270.0,81270.0,1.0,6.0,100.0,100.0,4.35,2.43,85,0,0
6000.0,2140.0,2140.0,2.0,2.5,120.0,32.0,0.36,1.1,110,0,0
